,ticker,160_0_EMA_100_EMA_21,160_0_EMA_200_EMA_21,160_0_EMA_200_EMA_50,160_0_EMA_21_EMA_9,160_0_EMA_50_EMA_9,160_262_EMA_100_EMA_21,160_262_EMA_200_EMA_21,160_262_EMA_200_EMA_50,160_262_EMA_21_EMA_9,160_262_EMA_50_EMA_9,160_583_EMA_100_EMA_21,160_583_EMA_200_EMA_21,160_583_EMA_200_EMA_50,160_583_EMA_21_EMA_9,160_583_EMA_50_EMA_9,160_874_EMA_100_EMA_21,160_874_EMA_200_EMA_21,160_874_EMA_200_EMA_50,160_874_EMA_21_EMA_9,160_874_EMA_50_EMA_9,250_0_EMA_100_EMA_21,250_0_EMA_200_EMA_21,250_0_EMA_200_EMA_50,250_0_EMA_21_EMA_9,250_0_EMA_50_EMA_9,250_262_EMA_100_EMA_21,250_262_EMA_200_EMA_21,250_262_EMA_200_EMA_50,250_262_EMA_21_EMA_9,250_262_EMA_50_EMA_9,250_583_EMA_100_EMA_21,250_583_EMA_200_EMA_21,250_583_EMA_200_EMA_50,250_583_EMA_21_EMA_9,250_583_EMA_50_EMA_9,250_874_EMA_100_EMA_21,250_874_EMA_200_EMA_21,250_874_EMA_200_EMA_50,250_874_EMA_21_EMA_9,250_874_EMA_50_EMA_9,500_0_EMA_100_EMA_21,500_0_EMA_200_EMA_21,500_0_EMA_200_EMA_50,500_0_EMA_21_EMA_9,500_0_EMA_50_EMA_9,500_262_EMA_100_EMA_21,500_262_EMA_200_EMA_21,500_262_EMA_200_EMA_50,500_262_EMA_21_EMA_9,500_262_EMA_50_EMA_9,500_583_EMA_100_EMA_21,500_583_EMA_200_EMA_21,500_583_EMA_200_EMA_50,500_583_EMA_21_EMA_9,500_583_EMA_50_EMA_9,500_874_EMA_100_EMA_21,500_874_EMA_200_EMA_21,500_874_EMA_200_EMA_50,500_874_EMA_21_EMA_9,500_874_EMA_50_EMA_9
BTO.TO,-1.2199999999999998,0.0,0.0,0.0,20.413637051809943,0.0,-15.302802389179709,-7.396449704142012,-7.999999999999995,6.7436571344560985,-25.079036423287427,-19.112627986348123,0.0,0.0,45.9059973392812,-2.498340742182245,-6.225680933852129,-11.284046692607005,-8.171206225680933,27.694312898723812,8.064121408604407,0.0,-13.0324226603815,0.0,26.728977551101103,0.0,0.0,0.0,0.0,9.464010000314358,-30.373021349149173,94.81499425416318,-20.833333333333336,-62.16216216216215,171.18213610197017,139.75018587853498,-27.337329982678813,-10.714285714285715,0.0,39.89334451107007,-8.703122335150422,-18.61496286313329,-15.054676219639544,-9.610236561760752,48.71678797644668,-14.961376740232025,-39.67926480875785,-44.23983987861685,-8.333333333333341,93.29226236718912,4.920291124708665,66.2848437583335,-57.30992102328189,-62.79559528691506,191.16028938329995,147.3747486252334,-28.377542919430446,-35.77457412978126,-20.62876148242002,125.79917725860112,41.28427177775307
K.TO,-3.44,17.41682974559688,14.677103718199607,2.7397260273972712,32.519348190227284,27.788649706457928,-31.905256589257323,-47.44757818986271,-57.5079883298346,-3.038086329262075,-24.20298917400604,0.0,0.0,0.0,-9.631019092379413,0.0,-5.568445475638035,-5.568445475638035,-12.761020881670532,21.49308271693785,26.770204658958825,-1.6811393624221385,-5.576176239195194,-13.66491310329193,30.504915966836435,23.583248739656387,-35.77485738201987,-45.90887340702105,-52.29255270827103,-5.47794222544748,-17.119841940840832,60.11730205278592,40.82840236686391,0.0,124.47087236543226,120.05208252693076,-15.724815724815729,-20.51282051282051,-19.39252336448598,21.06053119787174,-6.058003179424174,-5.499612181061899,5.939108211173552,-3.1545315631759494,22.061152590994443,24.576520085632147,-44.87057887857273,-56.250729790612525,-8.846153846153845,17.444853222675018,23.846756946377408,0.1350228113041858,5.714844842710356,-51.867224741309165,187.96737397994008,113.1058407696034,-23.13846768648556,-11.81475071690899,-7.608695652173912,77.16037012247779,28.6112755003934
ABX.TO,-10.23,-13.226424526447603,-14.290953845398343,0.0,32.94020490741803,8.888932796307422,-11.983583437852134,-13.166175680047026,-11.933212323002648,11.64078713670889,1.229611371323669,30.8252996699929,0.0,0.0,30.876983785729365,42.50220246066724,-16.537485792775797,1.5407190022010202,-4.988994864270004,9.39394441137353,-11.71404484916528,-21.79786262859628,-25.81239323298092,-29.777048781969523,62.956474961382966,29.52284394606249,-18.699504521905617,-15.333814119214658,-8.878059812778883,33.90389309178518,12.00682292750411,118.67588932806323,0.0,0.0,105.31158331947182,157.63747454175152,-32.18113032971249,0.0,0.0,34.375463535441106,-12.495420339186865,-1.3058113210465605,5.168116571137642,12.589052570403314,108.31091013492733,54.638540834175664,-1.0059272768722165,-34.20719342777302,-22.84958848219528,76.95978421849736,13.594873627825608,118.97878067403686,-10.51829553748518,-40.98390879446782,180.91161340362257,193.5031152753254,-16.546368917602063,-20.63361263386726,-31.570228802922838,107.60654264458664,31.80433486550722
TECK.B.TO,-6.3100000000000005,2.824710405761286,-8.232187937093434,-1.1827682827278323,15.369829759358703,-3.759874207576035,0.0,0.0,0.0,25.08852279695793,20.04947114099705,-6.561209775023414,-12.723338546775183,-22.636851520572456,18.69335392077763,-6.676747131973798,-24.226973692476637,-6.233933161953732,-12.244897959183684,17.720158341058518,-0.4971579476980281,-5.474282157673606,-7.9155672823219,0.0,39.51551134929434,0.5186590717577495,-13.195498504385682,-42.0413279890695,-45.89927326301511,30.32099855591968,3.0558700996518238,-21.88905547226388,-17.991004497751128,-37.6311844077961,166.69225437325082,16.788321167883204,-25.43428508100025,-15.371329879101909,-22.05128205128205,17.108002840939722,-7.862492897664721,4.38610302481285,-11.122129388503827,-18.196292657593077,105.31765298708736,30.89631747374657,406.5144003620172,375.9028663895442,288.2563698078098,320.2452637591461,397.5535749450684,14.738357681283944,19.866765358993334,5.214799820062979,228.7373503707632,56.400829986347816,-25.43428508100025,-15.371329879101909,-22.05128205128205,17.108002840939722,-7.862492897664721
YRI.TO,-8.639999999999999,0.0,0.0,0.0,6.611350835052591,0.0,-10.585033853172366,-11.22807017543859,-4.33333333333333,-7.049397986284291,-10.116647424316644,44.8154677848198,16.44667345857866,3.9171226311555065,64.75053833919162,63.08242795118762,0.0,0.0,0.0,19.490578496937825,0.0,-7.567652510326415,-9.171690857266674,-15.537884348748062,-4.403373299144784,-4.676379304650645,-21.43777614138439,0.0,0.0,23.132987928504463,3.663674409466534,66.28242074927951,47.73413897280965,0.0,133.03776682062252,114.16643921437742,0.0,0.0,0.0,19.256260155566984,-13.945526644795072,-91.57940220157847,-66.20040882497582,-56.67492982742344,36.19609093784823,-1.7265075942429997,24.021271164145027,17.721518987341778,18.275154004106778,105.17656717033648,24.712065690226535,95.2194118909702,54.00006838941896,3.664126758979789,175.6556889096456,128.97937132793115,-12.344563914887376,-15.327793167128348,-11.679536679536673,120.7383929208922,48.34200662676854
TGOD.TO,0.0,-15.217391304347831,-23.314606741573037,-43.77622377622378,52.737309737091245,58.66696923525788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.778964283862945,-11.736898286992334,-7.085940492912761,118.3787769398332,92.17840793690814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.778964283862945,-11.736898286992334,-7.085940492912761,118.3787769398332,92.17840793690814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G.TO,-11.0,0.0,0.0,0.0,5.802431620949714,-3.9542685597532174,-11.840689588088686,-15.404799922588332,-15.361262902246516,11.486204179666192,-10.903684150343985,0.0,0.0,0.0,28.01375828465798,3.366227069703076,-11.410948342328451,-14.225134926754052,-10.138781804163465,37.44311742299946,22.045030132796505,11.823245619916452,1.779540091103669,-8.33333333333334,35.017054492968974,32.82469965083414,13.733152867679314,4.517244510926381,-3.989478298991672,34.0632041956211,20.502385716013315,11.591880341880351,0.9078523382534948,-9.751340809361286,62.30508946989407,31.257553029514973,-16.33771929824561,-21.807397069085837,-23.48693259972489,45.45117517681164,33.96845806347325,16.069928963066943,-14.137107040096303,3.0214914426742734,52.718888119220736,18.775249405720537,-17.38643568421419,-25.847152832520408,-31.936960953524306,43.830243840814354,23.21043828646321,23.78081967107972,10.97541776204709,0.7376328780527883,109.64459368354224,44.52336335427902,-28.364261152300983,-63.19279837696175,-55.63578841148525,103.97482736960718,91.24536329763691
BNS.TO,4.759999999999998,-3.797468354430384,-4.179610279582051,-5.585483413666002,-0.0923268372779264,0.9909743784519454,-2.2155361050328093,-3.3762280337622776,-3.3760507096596437,7.052296222124043,7.074169784740731,0.0,0.0,0.0,-1.9411220909425289,6.5231648850407,2.5349981082103734,1.362088535754822,-2.572833900870222,-0.1655393387613672,-3.813708434321351,-12.282578547193918,-11.454613961068162,-10.020011854223966,-2.664489310259252,0.2119939333506844,-3.696467908483604,-5.813560636006043,-8.93909249179614,11.921352812150475,6.883374968089242,0.0,0.0,0.0,-0.5925669734565844,0.0,-1.8833892091070024,-2.477813151287769,-2.081252081252081,1.3590892625174913,-4.977392985091092,-26.801465840986427,-25.89199607411291,-7.1835008447155015,9.817315685115451,5.529184854380441,47.405085117841736,0.0,0.0,48.91862085578947,58.03567613786039,-23.22785147323007,-15.841124065587652,-11.102766127467945,13.792703329130491,1.424731228376288,-9.74505139528148,-10.227493520747885,-7.16199080260229,12.787411264544534,8.650002667376038
LUN.TO,-0.29,14.86676016830294,0.0,0.0,19.71506914125228,-10.79129623936825,-19.869206605045875,-31.57605279698304,0.0,33.70541649722698,33.77159026967809,-27.804554389427636,-14.542483660130706,0.0,-8.549926411641072,8.59761698166439,-3.3854062086193437,-4.767298284263433,-12.133072407045011,6.543680971452618,-1.5051326193397785,10.573301785915657,-1.9079685746352408,0.0,13.975850779100371,-9.88974423465885,-26.849267516122048,-39.96928393705343,-51.04724172494885,31.56918455802518,-7.70972305726186,2.2784810126582355,-5.822784810126571,-2.0253164556962044,-5.359447249109345,24.51021456687127,-9.74485311286779,-12.26560781051191,-37.72685262981011,20.092980864915937,-15.452227462015095,-55.19463078301713,-107.74602176976458,-37.50894514688474,42.94924391977576,-7.319042722510513,60.24366842914283,111.01633045148898,0.0,83.94429413007305,102.2632158167592,-24.49825235621688,-34.677582689337655,-65.60187619165261,30.57549863380985,17.31873124281232,-9.296657136381716,-34.90674757341876,-109.34045025597013,58.27098301504253,27.077407980128697
CNR.TO,23.739999999999995,-5.750167976700688,-3.4345351043643166,-11.604330708661424,3.2831597030151016,4.95166977996443,-6.386806074747854,-2.936857562408223,0.0,-0.5632844317131162,-3.491526869953243,-8.185337712518301,-9.7497848316272,-11.32969025051597,2.770436094737665,-0.4509711531862256,-9.491979643074773,-15.987532511179676,-6.788301583042664,14.74795987245233,9.07175558416684,6.211645198850196,-7.1777967380647,-22.91324036045613,23.152699935662756,22.637417515997058,-10.054010868580988,0.0,0.0,3.642232273803588,-1.8485716445969465,-5.7062579389201975,-9.68894147033719,-16.185797957054405,16.20357825665631,2.5980956727723385,-31.194670909498164,-37.9909993289975,-37.36785110247966,19.93387746030949,5.5034336402175015,1.1396625238655087,-0.581346193417895,-25.71032818457592,38.94339247082155,34.591371821819095,16.44638162798875,24.63582923412395,-3.689101661503808,29.152284333259598,28.703159267995247,-61.90022376577989,-58.33706505702615,-45.76276592269854,29.43355264521047,-2.4799013690771723,-11.382136880963888,-19.609317182144803,-23.59315935291764,45.50207797231555,25.76057058561376
BB.TO,-1.0299999999999994,0.0,0.0,0.0,11.828955652131825,16.893815810319406,9.2666532411264,5.9924376886025215,9.7441430092028,53.75067801613359,16.975441402751674,0.0,-13.58162497799545,0.0,7.72207899061295,-7.5997858327391645,-5.871748705461651,-7.834060463685432,-9.179907317095472,8.106143544362016,-3.34017821516648,-30.25911987478541,-41.88716227750971,-14.44513329200247,31.141167732883925,14.099885665878311,-10.291452283018415,-8.342768615596437,-13.095238095238084,107.67860973728514,68.87404524459734,-18.755486316335727,-36.42611097101389,-14.983713355048849,23.989431772545203,-13.147434330346105,-16.958385356560804,-21.57711866520699,-20.616733441772546,4.668913332562907,-3.978011018911913,-29.32250161015732,7.214684385272017,39.016736401673626,132.3387387712276,80.3118992505154,-46.12241258434754,-24.124996794017196,-43.92498569891546,137.8828961805232,54.10401386637608,-28.888547228501043,-53.84642077974152,-44.188298088743466,39.04757227877595,-8.37146715590854,-8.623617811198905,-36.09598473078189,-100.04500109926312,149.75853877964354,76.26421265894233
CVE.TO,-9.05,0.0,0.0,0.0,11.45766881599629,-6.175079269140784,-15.724051376538746,0.0,0.0,32.56816711277726,-15.968285096181384,-9.614637379396914,-3.223169361691315,0.0,21.734401962106567,4.972333081412825,-9.984313618120275,-17.80050355727565,-2.399232245681382,14.930955884701037,-9.15581192514446,12.495309815534892,5.228308805311916,4.13703896404208,51.35397560667261,9.832645199521918,-26.34552704918049,-30.238251139575844,0.0,74.53238194789361,33.53508600418359,-4.5595145655910905,-8.913795093875287,-12.260213596357143,40.41810418144173,12.790017686072693,0.0,0.0,0.0,42.23131080981179,20.206472053421088,-94.29923577211537,-62.85584520394467,-40.3085818437154,128.83218877382677,45.48016181716892,-19.97710393708356,-8.259214353131135,0.0,96.11144360400122,14.78092991509604,9.387032247684113,-2.725451776435743,13.22866824755199,74.99231138400678,28.6326213279244,-4.97206223348736,-2.236606169549141,-19.93545328709641,53.86218964804277,27.955388544299904
FM.TO,-10.5,10.102068604052032,1.5118226061374047,0.0,35.08076641150201,26.60143597494067,0.0,0.0,0.0,40.74867612227928,36.98794691881847,0.0,0.0,0.0,26.638816036851004,20.550551916773223,8.023872679045088,-8.777429467084632,-26.031553398058254,-3.802614899426509,-18.56292329586493,3.036749807866972,-6.995305164319259,0.0,71.00271549714607,31.210550210343147,11.7981072555205,4.290220820189273,0.3154574132492046,53.64361285169201,35.193775832649855,-16.754850088183424,-24.691358024691365,-47.619047619047606,89.96536580026535,136.6611759211018,26.842440715105937,20.62954017856619,0.0,32.22114636022461,0.3609345508972685,37.64875303918257,25.708371159386985,-22.185678325113404,115.53711055484486,54.94432329937415,-3.095062638172439,-13.17829457364342,-14.46540880503144,93.87334763244954,65.06225544952206,42.83361299064581,21.924856776466747,-25.53945893230621,129.87251937796145,163.57535032179953,23.16629435664017,-16.168556813274655,-14.635990771597031,62.91281441895615,11.860436403748423
