,ticker,160_0_EMA_100_EMA_21,160_0_EMA_200_EMA_21,160_0_EMA_200_EMA_50,160_0_EMA_21_EMA_9,160_0_EMA_50_EMA_9,160_262_EMA_100_EMA_21,160_262_EMA_200_EMA_21,160_262_EMA_200_EMA_50,160_262_EMA_21_EMA_9,160_262_EMA_50_EMA_9,160_583_EMA_100_EMA_21,160_583_EMA_200_EMA_21,160_583_EMA_200_EMA_50,160_583_EMA_21_EMA_9,160_583_EMA_50_EMA_9,160_874_EMA_100_EMA_21,160_874_EMA_200_EMA_21,160_874_EMA_200_EMA_50,160_874_EMA_21_EMA_9,160_874_EMA_50_EMA_9,250_0_EMA_100_EMA_21,250_0_EMA_200_EMA_21,250_0_EMA_200_EMA_50,250_0_EMA_21_EMA_9,250_0_EMA_50_EMA_9,250_262_EMA_100_EMA_21,250_262_EMA_200_EMA_21,250_262_EMA_200_EMA_50,250_262_EMA_21_EMA_9,250_262_EMA_50_EMA_9,250_583_EMA_100_EMA_21,250_583_EMA_200_EMA_21,250_583_EMA_200_EMA_50,250_583_EMA_21_EMA_9,250_583_EMA_50_EMA_9,250_874_EMA_100_EMA_21,250_874_EMA_200_EMA_21,250_874_EMA_200_EMA_50,250_874_EMA_21_EMA_9,250_874_EMA_50_EMA_9,500_0_EMA_100_EMA_21,500_0_EMA_200_EMA_21,500_0_EMA_200_EMA_50,500_0_EMA_21_EMA_9,500_0_EMA_50_EMA_9,500_262_EMA_100_EMA_21,500_262_EMA_200_EMA_21,500_262_EMA_200_EMA_50,500_262_EMA_21_EMA_9,500_262_EMA_50_EMA_9,500_583_EMA_100_EMA_21,500_583_EMA_200_EMA_21,500_583_EMA_200_EMA_50,500_583_EMA_21_EMA_9,500_583_EMA_50_EMA_9,500_874_EMA_100_EMA_21,500_874_EMA_200_EMA_21,500_874_EMA_200_EMA_50,500_874_EMA_21_EMA_9,500_874_EMA_50_EMA_9
CPG.TO,-15.089999999999998,0.0,0.0,0.0,43.23637787375144,0.0,-39.16310175047915,-28.178141898191303,0.0,7.07167652206228,-16.285093671705376,-20.975855391124878,0.0,0.0,12.095108358001434,10.169177653958494,9.614512471655331,5.850340136054418,-0.9070294784580466,25.192582187339177,-1.4900534756419703,-3.594080338266402,-17.90348007054777,-20.43996333638864,60.41444923039706,4.834407957214992,-23.150166384461123,16.473112120825803,0.0,55.40398948145649,4.933838549124348,2.476813005845109,-23.196824535767924,-17.70792247910136,55.82091723274856,27.29737359528224,-7.893766137956476,0.0,0.0,25.192582187339177,-2.095282490218612,-39.04635171122014,-14.334990694443151,20.686564412156592,120.01187132418566,17.64705382594194,-7.023270047024814,-23.481549896644218,0.0,97.414601867749,29.97915628300117,32.05564851485548,26.855024507330004,10.169585728252596,152.20703236822777,53.368313005989584,15.905151904465264,8.75947237260841,-0.3660029125626827,84.7014713808961,35.4807516304957
BHC.TO,0.0,-27.60283861913592,-32.4388672141134,-66.94380165045652,-12.129386421257548,-25.19495064173162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.60283861913592,-32.4388672141134,-66.94380165045652,-12.129386421257548,-25.19495064173162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.60283861913592,-32.4388672141134,-66.94380165045652,-12.129386421257548,-25.19495064173162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRQ.TO,-1.4900000000000002,0.0,0.0,0.0,49.71960396492311,39.18918918918919,9.5808383233533,0.0,0.0,11.644199019457313,17.48121893794644,-7.227802900875464,4.016733076021152,-4.057971014492744,39.060475863406246,-3.804668582272522,25.13966480446928,10.29810298102982,0.0,33.37253235757557,38.8101983002833,0.0,-9.321711661645542,-9.43722943722944,53.97801690946451,36.65562861904048,-15.36120401337792,-22.978437632375595,-16.31701631701632,7.625646529062372,6.621134475004239,-6.939430753210679,-10.000000000000004,-9.20245398773007,37.82344192647601,41.15247497600438,-15.092980092259763,-26.70207308828774,-15.392875281143432,27.385327155911835,24.397204646194385,-39.12311390206322,-39.53919503348658,-64.09079628134991,88.77525633879468,42.56605533622529,-18.150912502554544,-12.68668541768006,-29.435308543784068,58.2191266138324,26.744897918850416,32.97677986381824,-1.2055149051066163,1.2815946915114966,97.595795447124,83.81582191290634,-0.1426214365230258,20.335194163485305,25.452779262774968,41.71930944108823,28.778511467799685
SJR.B.TO,3.8100000000000014,0.1166861143523964,-7.828181453231631,-7.360715738104916,6.040655916989099,-2.840279649430874,-6.90647482014389,-6.840390879478829,-8.723404255319151,-2.7378142638261185,-9.9151898368324,-3.609239653512993,-5.03388189738625,0.0,3.8979525742314927,-4.628736740597883,0.0,0.0,0.0,-1.2930220780469146,-4.3582985178973415,-10.632262867276092,-7.245050350450064,-22.72633987919744,17.15383809763078,13.044824323453076,-20.22629982017285,-17.324588053809126,-12.457843746947828,0.4751513459245762,0.6650636879260243,-3.307142172613135,0.0,0.0,20.158216980771524,1.739904514324646,4.673051474624804,1.0839596239419491,1.8126234552080212,9.830608648651571,4.981077273850074,-14.106077156024904,-15.396632272426938,-26.253245350813685,29.435591433016526,4.234598982303035,14.170758406384795,25.97465886939572,0.0,14.385553752720757,12.901962422802708,-16.28727425351134,6.280967783804544,2.454891679716177,28.05955814657129,6.374882089834568,0.0,0.0,0.0,19.334208325637377,15.535146307228576
KL.TO,0.0,1.7584028934111868,-3.1060863352198016,-22.72727272727273,19.04750545722102,-11.346837297027095,0.0,0.0,0.0,25.87398517357576,19.72140762463341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.826258802263258,-6.2410945734166114,-7.469142084782909,69.86381664147387,7.813758410380883,0.0,0.0,0.0,82.90279455072155,56.96213922980513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.97600982337198,-7.081545064377684,1.716738197424894,161.04158910153004,78.6789051039284,-6.875000000000009,-10.499999999999998,-11.00000000000001,112.44558933775224,71.80604542933274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WPM.TO,0.0,11.386811692726042,12.814411964649908,5.540448674371184,25.89988953816529,24.473147518694773,-3.051908167620699,-7.015359070153596,-7.9746835443038,0.1420760274741815,-6.172665701337106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.592111810648832,-22.28023780471249,-20.236504894625355,39.23102452219486,31.13281243583176,0.0,0.0,0.0,2.097634337899115,3.375682319907649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.326865776896212,-37.866102859695474,-46.31547475491656,47.37820675346041,31.174245814263653,0.0,0.0,0.0,2.097634337899115,3.375682319907649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCW.TO,-12.44,-16.49350649350651,-16.49350649350651,0.0,39.64105366450652,42.08187645687643,-10.243115839049452,-8.809233700151447,0.0,28.74853038914958,18.96615813521256,-2.5477707006369448,-8.917197452229294,-9.929078014184404,29.601003007751792,14.818926981648472,-1.993372562665236,3.389830508474588,-3.013182674199609,54.378638417816674,-3.3397604834114905,-22.83713077307965,-18.671592407494387,-30.56744194711204,75.40887446598465,57.61683712018766,0.3090705487121834,-14.668192219679622,-3.070175438596511,20.45552747236688,40.27395299459839,0.0,0.0,0.0,201.31901111715192,90.67842806193684,0.0,0.0,0.0,96.7495891725509,52.136670790901306,-10.63829787234044,-17.826086956521735,-8.33333333333334,94.54003175119772,93.98788472391747,35.5780569583617,-41.28237674398856,2.061196390624485,110.2104449904614,141.7630685676419,-54.97134038800704,0.0,0.0,235.23826661733875,121.09303318125497,3.5374426842978286,12.668283186890957,-12.725396213097405,128.40473028745245,63.2460328199406
AEM.TO,1.6099999999999994,0.0,-9.613924172031648,0.0,12.423807355879967,-1.2279207703421675,-16.139030946552417,-24.57823898779015,-0.267782426778237,8.481675377392975,-0.9852407912771626,0.0,0.0,0.0,-6.678593008509237,-15.513310518675318,-11.627028158504672,-12.687390064140256,-7.929836635746312,29.218534506393677,16.983834240807827,0.6557002416008557,-8.526170738059527,-26.63640441236436,48.63040859588502,9.357218915687662,-13.593991906382112,-8.889905458981394,1.614434947768286,25.47231432440303,3.375522107028506,62.282608695652186,5.4030541840901325,0.0,99.87593135343973,78.27781966730464,2.056631892697481,-11.243832770708902,-21.019745063734057,53.420175195056885,15.674288173021496,-34.17645025015897,-30.87814510123344,-16.529378773745037,100.40344227745328,22.44448525055279,-73.66959399637304,-65.54648067610684,-46.96800583081105,97.34789546548016,41.91890406008759,70.33133126186101,-29.23150657078982,-36.23714440119821,160.23212673694854,142.14684528916945,-9.364521987007423,-24.616919288386967,-55.08233990127753,155.29078305736223,40.17333642933151
TOG.TO,-1.37,0.0,0.0,0.0,28.33151702392741,0.0,0.0,0.0,0.0,50.15439368454332,26.860166693097227,-35.33629517044554,-8.112324492979713,0.0,8.427391117432556,-11.081263197203306,30.60498220640569,19.928825622775804,2.1352313167259807,55.16014234875446,43.77224199288256,4.928457869634334,-0.7874015748031469,1.305057096247962,49.60347763453368,6.601191939809522,7.017543859649115,0.6262562464797581,-2.503912363067295,66.94308297497655,49.39019985346253,-3.786578213639535,-16.666666666666654,-48.42342342342341,104.35405635978638,48.21764266780492,21.88719840257661,15.361066670710532,2.945919014403462,89.59286845233929,50.35243012867798,-1.18953072599977,-2.43218076390194,-14.800271057412171,121.05015527067658,56.60338331068431,25.16229005069837,10.550458715596337,1.0279001468428692,73.45125512025444,1.3740265737697364,20.016305199041064,17.81401426690477,-8.861610641298041,205.42696503500167,85.60980110170348,10.4313725490196,-0.2032658946865906,-8.034516628438821,172.6606556312195,73.39719568917269
IPL.TO,3.8299999999999983,0.0,0.0,0.0,13.140609205399697,8.234601132029223,-2.8277634961439597,-5.80146110872367,0.0,13.51730589335828,6.255707762557082,0.0,0.0,0.0,-3.9425290150636494,-2.8760018859028733,-2.1216973578863136,-5.450980392156865,-6.666666666666663,8.98075161779937,2.4632639148853577,3.2718894009216632,1.428571428571439,-2.14709913202375,9.946449883383467,10.936629848359452,-5.206442305129931,-3.476256562278245,-6.431952720229643,24.444629495888893,13.59684812364694,0.0,0.0,0.0,4.008011505035827,-18.603710208827195,2.690539987213296,0.0,0.0,-1.911267579953888,-2.7172914205701697,-4.069058476180679,-3.8331388853702166,-29.42599937812073,51.64294719230921,35.608729983706525,43.0280572210715,34.444115974800965,28.814007882294863,51.63315527300065,50.03506790271106,17.00985144861117,20.85042894442372,17.642670645281612,3.3663187480636267,-3.1448639136856738,-14.926479441334044,-46.51815364101538,0.0,39.00802254195239,28.885839561181125
VII.TO,-7.630000000000001,0.0,0.0,0.0,23.66953719967101,-8.267865253630216,0.0,0.0,0.0,-0.6403103609989549,-30.040712126480624,0.0,0.0,0.0,19.997699320651503,0.0,4.843654199877393,0.3065603923973066,-4.431137724550889,22.13666285404028,-6.486913796895765,-20.181627197418635,-11.504424778761058,-15.536231884057967,22.93857121380213,13.199069581178865,-3.843610608343329,-27.259076305009824,-17.491812687630315,16.06744728504588,-8.221709188288385,-11.597374179431071,-12.789352086829805,-5.153099327856606,87.27442228575246,-3.3015407190021957,-16.653943709732115,-41.55598901633717,0.0,43.0225548486344,8.038268580116448,5.532610185804053,-15.6426125419134,-15.52980613593127,51.05966417444904,-7.572350944096776,0.0,0.0,0.0,52.26732972858325,-11.011902439705956,-21.25635058297638,-27.87520725737951,-3.922751961375972,155.1144600647634,11.816041349729112,-16.653943709732115,-41.55598901633717,0.0,43.0225548486344,8.038268580116448
IVN.TO,-1.36,-53.31126066765543,-54.14254055019263,-15.543071161048667,-0.8744410898074211,-32.357592468504635,-9.950045569950651,-1.4388489208633,-3.836930455635495,5.966676909622034,-4.573804020153709,0.0,0.0,0.0,-1.010101010101011,1.0309278350515474,-14.018691588785048,-20.689655172413783,-21.55172413793103,16.841164453524005,-0.6344395087535979,-63.0855920884798,-22.309369340244963,4.024767801857582,20.800041101255324,-12.96958485351712,-71.75208034908243,-57.9988876898677,-98.97221348196348,23.77615640639512,-38.66024114489098,-1.449275362318842,0.0,-18.84057971014493,49.64214343219395,-4.31636422685018,-8.910891089108908,-21.848739495798316,-21.186440677966093,30.95915186082141,20.378168637181936,-37.34627024117839,-16.993287850161067,-18.080083812483068,71.839344204687,-11.37109644150632,572.1430424548246,616.0714285714284,508.9285714285713,276.3491333430072,626.8932856444281,-24.09765492239717,-65.29668973657385,-76.57954861125557,95.39967688442044,34.25906101926462,31.679442737409182,24.492210677374388,0.0,80.90254598635151,80.82402730966035
MRU.TO,0.7999999999999989,0.0,0.0,0.0,0.0,0.0,-6.264082920234341,-6.432748538011694,-6.015377657168695,17.143154724197743,-2.2671473754149,-3.3939658579310703,-4.236822585245631,-5.630913548521282,20.85396510176985,1.628524661474979,0.0,0.0,0.0,-1.856691803587962,0.0,0.0,0.0,0.0,7.605787919516717,4.484388750668899,1.4385752533926288,-2.312299748828087,-5.754015186088963,26.286829113789533,9.201397301049433,-4.506858262573478,-1.3797634691195737,0.0,25.15552316483068,5.113658835400809,0.0,0.0,0.0,-1.856691803587962,0.0,2.280465293579535,-1.8729537062785837,-9.707510181613916,30.84934888438594,12.145870475839278,20.842207050079363,5.686853521808068,1.8627143868588616,48.49475267442326,33.14850796332625,1.635464597835631,-2.3686158401184327,0.0,34.946107044767615,17.222267293381968,0.0,0.0,0.0,-1.856691803587962,0.0
NXE.TO,0.0,-22.640911390530498,-15.350264550264564,-13.818181818181817,-1.6593782773186485,-13.790784910295304,-14.750173272005563,-10.88709677419355,0.0,-1.7470253725345346,-1.849298133284808,0.0,0.0,0.0,-0.4201680672268818,-1.6129032258064528,0.0,0.0,0.0,0.0,0.0,-54.0789127524289,-62.79241001664262,-73.82441037607568,-7.808073139791457,-38.60870273855129,-15.683995491687792,-20.89526562069915,-18.28218243819268,5.835959195366721,19.85603172381523,0.0,0.0,0.0,-0.4201680672268818,-1.6129032258064528,0.0,0.0,0.0,0.0,0.0,-76.08393019409974,-42.0308724965778,-48.590810783665205,5.155303703216045,-5.718088055297182,-8.96133671636959,-54.54803734928728,-12.866762866762883,138.6593782957776,106.83426224938206,0.0,0.0,0.0,-0.4201680672268818,-1.6129032258064528,0.0,0.0,0.0,0.0,0.0
MEG.TO,-22.32,-27.9434607020814,-19.571211459454084,0.0,69.5964358307197,39.37455472211767,-3.0742101573188165,0.0,0.0,36.85811569957193,19.060268647304675,-45.76487417055401,-2.123893805309736,0.0,31.73715077851896,2.7350911465388963,0.0,0.0,0.0,19.15653432482306,-8.42178688500662,-45.4669174781431,21.00456621004566,-13.522012578616357,140.7431945706002,74.19973566337856,-8.65458941052131,-9.397698151820556,-52.848974929676245,58.87308036599067,-0.9652082587819636,14.097244778011692,0.0,0.0,105.25048096646697,29.926458627709984,22.37850987482326,0.0,0.0,78.52051650869355,31.174422830407728,-100.24943362914638,-16.25398373660544,-14.15095657031141,191.55983843161167,87.74117662916169,-34.50710440642689,-22.133907320993156,-6.256289048556184,149.48988602786756,76.84043484105302,-13.981900452488686,0.0,0.0,224.14164303118696,59.040303456602416,18.21855138585489,-0.8684828608820006,-23.362137445027347,110.52726066689686,45.04191270174733
XEG.TO,-4.149999999999999,0.0,0.0,0.0,24.768857346651668,23.33848531684698,-11.130012610232075,-10.01977392792848,0.0,1.550764894496954,-2.56063431541951,-1.3605442176870806,0.0,0.0,-0.7476722006564329,-0.1820413867065848,0.0,0.0,0.0,4.568604803013004,-1.0942798556186308,3.356282271944928,-1.220575414123806,-5.822784810126578,41.50850427409024,44.38199425754613,3.0581921262693146,-4.272126454345194,-3.7005887300252263,12.977150134125212,5.601047375817403,0.7512452398155456,-4.333732916912693,-2.0601271499765805,15.401811472877084,22.299979076144037,-6.901408450704216,0.0,0.0,7.500859485819071,-6.08787503009225,-11.195701729864744,-26.24687909761257,-52.27106666660559,57.16527001872854,42.96749746348274,46.86514367365431,36.08665472251528,33.53739275543704,44.1220066238137,55.97704714502732,-2.1614764459368487,-4.136160220099839,6.540436159450593,67.83555799155674,41.89767303282525,33.299913544194105,13.156100886162244,-0.8179959100204446,57.45907645997105,37.947178960628335
ARX.TO,-3.5700000000000003,-14.205483828869976,-13.915334888270742,0.0,37.93195545977772,16.141575016084815,-49.84414243380489,-53.01191793809701,-29.918817252904844,6.361836223195342,-12.42972380554854,-5.308985495730431,-5.308985495730431,-12.271822127988765,23.638682338569488,21.252270462613723,0.0,0.0,0.0,8.75726452973181,3.1499342453868704,-20.692506206862493,-16.110698743118377,-9.555555555555548,53.52532887465286,19.59073317090713,-2.085009295705703,0.0,0.0,18.02268358145995,-10.380726436112806,-7.651491447642883,-9.428452231956625,-15.866560635029522,51.82816857836348,39.88135698393075,11.48405651421232,0.0,0.0,19.866787297531708,0.2325291642135999,-29.315318090317003,-11.341632088520058,-10.258040301790793,76.56199320900657,12.59189121207909,7.803917766279719,0.0,0.0,55.64735435076101,-10.177492134690402,-22.070943017537616,6.252226503866928,-1.7823695984570893,93.20611065723006,33.868132019281525,-0.1367432143499591,0.0,0.0,27.1925807901924,7.857932186141548
S.TO,-2.46,-0.9090909090909096,-0.9090909090909096,-0.9090909090909096,16.479588241216153,53.21934945788158,0.0,0.0,0.0,69.708794489927,61.72839506172839,-12.79618150401754,0.0,0.0,-23.728681113707346,-3.305738196439576,-17.735849056603765,-22.14285714285713,-28.15533980582524,10.384176228578513,-11.53244290766955,-29.21524860893914,-26.06564230972654,-9.016393442622942,11.515992595066702,18.44344674886368,15.966386554621844,10.084033613445367,4.310344827586192,102.0344876694453,89.79853841595893,-55.3393780542063,-79.68218394112982,-50.95876311549242,-26.484955118589703,7.228564423859343,6.144781144781138,0.0,0.0,22.639355487191587,16.739808931284905,26.372759280349538,-25.2939715425543,4.911965888472288,105.29808896126906,146.2241939697857,37.15508815006659,27.634803921568604,6.351001939237246,173.52872202460532,121.72622852775444,-78.65907661090014,-69.67567850041182,-19.695106041969527,38.86429062298366,22.581843133961883,7.481437515700961,-36.44648040012334,-39.68488675431662,49.42791028496033,46.148676804073055
GIL.TO,16.49,-24.5726154846738,-24.5726154846738,-28.32188781552753,-21.304080026955894,-26.616286173183894,-13.062369489917453,-4.901020917534456,-5.797078265204691,-4.384281866608157,-6.612030609272352,-10.301696729868876,-12.09097187372378,0.0,0.1906016723725936,-9.033137845201104,0.0,0.0,0.0,24.574366991557685,26.1427393647902,-12.644274053678714,-18.398664616554655,-12.658835012550608,-16.813402482319884,-20.846296107264678,0.0,0.0,0.0,-2.285574863452551,-12.470854703425864,-25.62490473063105,-29.07662737696008,-39.76596463423998,33.799883122811,3.0740707000341674,-1.4671170825692756,-2.4237279469355246,-6.011018688308934,33.76250471842046,25.03076992391585,-6.99493465677216,-7.255864702673224,-5.87915078933042,-8.758802636893172,-16.728185455761277,17.486181336099225,6.383770744097339,-3.431101880164824,52.67478294764688,12.383641938971696,-3.770717936021304,-40.6708679859493,-31.049026314605506,62.99673141403323,33.09507296689574,-0.9326424870466308,0.0,0.0,70.15769175076701,40.57409712593758
KEL.TO,-2.06,-7.182320441988955,-10.165745856353588,-11.135611907386988,50.866313943878936,33.317702668224456,0.0,0.0,0.0,-2.1516136621588307,6.771247650912296,0.0,0.0,0.0,6.508594962721834,-11.987977338976249,0.0,0.0,0.0,1.1143371553956292,0.0,6.1118335500650165,0.1302083333333421,-10.371318822023042,76.66572862903625,58.876435024794525,-40.80597180019684,-57.97090989197064,-44.50093866734493,5.460638367055512,-17.08444969859891,-4.045322822146855,0.858369098712447,0.64377682403434,25.737483331194777,1.3499741834250454,-7.9152731326644465,0.0,0.0,11.562098349425485,-9.876819934360942,-16.26709646332252,-42.77487974867841,-18.286363578009272,104.52426789215625,54.48813367326122,67.764120743498,61.77562037790711,0.0,96.24913169106853,63.36292791767017,34.13026501113261,14.804038806609553,-21.02429961641441,97.47001296429632,36.28684571665359,8.20097689152697,0.0,0.0,70.19569849354734,30.44934759714387
TRI.TO,16.83,0.0,0.0,0.0,12.296118334121706,16.44299620990489,-4.859910065721207,-6.470788043478265,0.0,-0.1104096882470269,-1.3474667624865255,7.280126610897594,0.0,0.0,6.589707409447836,4.456494156228929,-4.337407141145465,0.0,0.0,4.139070743530756,-4.144747030572532,-8.9244512674742,-6.338160270382392,-7.512695280799909,20.761114772135045,15.705667380745084,-15.73890520164584,-9.24371982651661,-6.889766248803205,7.873656283219498,2.611325885959737,1.1511404817736226,-0.1062238065879201,0.0,6.366711238164309,4.046052925539769,14.433382541678055,-2.9447127526795347,-4.604226343523593,22.551160422859827,14.598269952967405,3.180364972139766,-5.48090025604021,-2.8544776119403004,32.3093644669305,21.8397995441127,8.656619208813623,16.421033130655978,20.382452193475803,24.3777558225022,3.2612278112793893,-1.7178649368842944,-5.617720940854079,0.0,10.164227120529972,4.523648537531388,29.481164355630888,0.0,0.0,45.68032069891287,26.257708538192013
SMF.TO,1.02,0.0,0.0,0.0,-1.846443654248776,-6.205948083204398,-6.730266738828426,-5.274822695035474,0.0,-25.25245649789528,-31.012999377544013,21.309668181709515,-0.17969352041814,-18.8569713422092,40.73333991935746,27.68485684717522,-10.398058480378118,-21.117637218476336,-30.387840197717946,-7.520786122116396,0.940967200193283,0.1228290526418955,-13.290338334432304,-18.86104851465841,16.900766805281826,14.069764394408615,-20.68640495232588,0.0,0.0,-22.471513482859013,-20.10056462918785,77.85189677245468,48.65424069853084,-5.154639175257729,61.101873544266255,89.94054078495208,-11.098385032634244,0.0,0.0,55.50295386788779,40.489283340268365,-38.353619096537535,-17.95187588629984,-11.049946731555735,3.599425334726506,-1.5028283926959365,17.38377048627062,27.066115702479344,12.529002320185606,80.4705462025088,18.624656979207742,44.263537512508535,2.1481746537718784,-19.86771190592847,76.90590176013174,72.74852608472247,-34.34167829315514,11.702708987580008,-10.39075691702236,148.20597401442785,126.961524840084
PONY.TO,0.0,0.0,0.0,0.0,28.27721179560483,-13.281065438223491,-10.840707964601757,-11.946902654867248,-13.18681318681318,33.05181259283859,0.7902866661507364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.599072020613326,-1.3953488372092933,-4.9107142857143,65.50645216514616,-6.008974391686496,0.0,0.0,0.0,31.828465430371303,-5.263157894736841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.484418417804335,-35.27083614317,-18.49529780564263,145.35473274661376,20.03654979649667,0.0,0.0,0.0,31.828465430371303,-5.263157894736841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIB.A.TO,16.14,-19.008144851806964,-15.583429204062725,-11.2417625016152,3.394044456246148,-6.290558370450318,-2.536046440534138,-3.5424508321169323,-4.470657609777584,5.5443814650585965,5.784852651449277,-16.671800303876118,-15.005699382502964,-20.834394956476004,11.529359337708543,-1.3662153017436358,0.0,0.0,0.0,2.083988764888709,0.0,-9.230250089350156,-5.276821936358758,-4.942497261774369,15.193863224913006,9.68342131661176,-10.845630177856602,-11.4579572122352,-5.306427982334927,3.022661663442214,0.9285851656982862,1.6601373086427813,0.0,0.0,28.409574126552283,13.73326436287162,23.2229034418904,14.598925431565965,-6.735218508997441,47.48280879866911,23.74448654679271,7.929442768449012,0.0161687385302076,2.905514528334077,35.48182546332623,31.513858143774463,-16.051744109133267,-12.83716068925157,-7.128147458509405,8.767858369562248,-0.9083521654883492,-11.198251977785308,-12.508680375602973,-8.241056218057915,37.00380207733468,10.985872370836905,23.73785234669509,-9.21893918604475,-19.393761147339024,48.72868810623788,22.690510995647703
TV.TO,-0.1699999999999999,-7.713018688628423,-7.713018688628423,-23.33184057321988,37.11255479135505,-10.552845528455263,10.33381712626996,0.0,0.0,22.468648463162545,21.502543876309804,-21.01351351351352,-21.01351351351352,-26.418918918918926,45.3131313315287,3.9234781340044496,-14.23387001570505,-13.36484221087434,-26.86487523820371,7.5101944056611325,-1.959711992227107,0.0,0.0,0.0,75.79663328437661,0.0,2.1557221513671747,-11.382113821138224,-17.85714285714285,12.380368610249633,9.319545296476171,0.0,0.0,0.0,48.50026583445268,-81.27681684751578,-25.692639218330964,-13.008130081300806,0.0,6.423765524333379,-3.8825784283642495,-11.294885240918052,-7.410218978102213,-21.999999999999982,116.53591900333105,12.17583641632255,210.0841546228056,5.555555555555546,5.555555555555546,72.6514831350556,206.23408525455952,-3.096740032557726,13.497529520283011,-11.353271837669176,78.06774468341932,-15.19156816101384,6.54741769400102,-3.5203602594759413,3.4274682004104253,91.78428684556428,20.07510007096013
PCY.TO,0.0,-146.6494133885438,-156.85438233264318,-147.16624040920715,119.24524750611708,66.8498023715415,13.888888888888888,0.0,0.0,48.38709677419356,34.37499999999999,0.0,0.0,0.0,-8.108108108108116,0.0,0.0,0.0,0.0,0.0,inf,-61.90476190476189,-13.809523809523782,-92.85714285714285,156.92823141098995,102.12161280470868,41.8803418803419,20.576923076923077,-22.802197802197803,90.98616437326116,61.08597285067872,0.0,0.0,0.0,-8.108108108108116,0.0,0.0,0.0,0.0,100.0,inf,7.427278603749201,6.939102564102573,-153.62354288129674,269.29409461592167,193.8018685191332,22.18045112781957,-2.85714285714286,-30.00000000000001,90.19672848928748,43.94924164309811,-100.0,100.0,-100.0,inf,inf,0.0,0.0,0.0,100.0,inf
DGC.TO,2.25,2.7980480606375657,2.469370985863538,-10.747568826188202,12.047894190106009,21.692930182028103,-9.515039901780227,-9.348093480934818,-13.53013530135302,11.338932503598343,1.2182724273230487,42.25045272440299,21.97865168275426,-10.043668122270743,34.132960882252256,54.44062456032911,-55.29468164484996,-54.56498840000417,-16.164900685616175,33.03183391442683,-1.7160345244982445,-73.09329232600088,-60.27987341990172,-37.46961869257639,65.93430922190586,-45.420728263083696,-16.064746902833026,0.0,0.0,29.094081951574108,1.4610498981893176,97.70818271283734,70.17054832202457,-2.9965156794425067,75.84582522821748,116.66167720596845,-42.93254875489697,-45.555845935545705,-44.385414079386194,49.36025889117981,4.341125649671811,-101.87817309419631,-16.39482374331702,-46.39468566186487,95.9543227347551,-46.9358865691169,34.245904460112804,0.0,0.0,93.6866497898532,67.20219371173069,86.1244124243468,176.80773313910677,0.0,137.856869134574,131.65903455451004,2.9577306090687827,-39.941406457394926,-99.53398737162672,222.4476252010546,136.7425243291482
OGC.TO,0.5700000000000001,-19.40631008798789,0.0,0.0,14.132234904241496,-15.359487561215516,0.0,0.0,0.0,13.003958832897313,-1.614598636184466,-12.0477753226207,-15.699006875477435,-16.690611115545245,-5.131558578487292,-28.346084270637103,-37.85714529976534,-47.97756875632671,-76.39517177205636,20.20596226300217,-20.414682222122597,-12.332836861452654,-8.605590062111801,0.0,22.49015578686056,-7.745421711732604,-9.98023612628076,-5.112942368722826,-6.273035176147416,28.036847365897923,-6.679084749514462,59.61743535057317,32.965804448494765,-5.371900826446277,17.794550049966237,39.42274411411416,-63.95956144137813,-70.06271866170225,-16.666666666666664,21.73564472837077,-17.45524863216839,-4.824837902553204,0.5479452054794526,-8.746355685131189,41.74859209362644,-13.43077625086763,-27.53694312476366,-42.18985402106951,-77.70022140668868,16.19478122599114,14.664626763620308,27.783944968919045,34.34973120609226,0.7856974829452135,78.96248362996863,38.59204024020456,-34.25654181355705,-61.26350269791394,-36.10875427394407,146.3039962453899,24.1420559676184
