ticker,mean_volume,median_volum
SLF.PR.H.TO,9365.425396825396,4945.0
HPS.A.TO,9353.509371554575,2600.0
TCS.TO,9350.095411176739,2428.5
TEI.TO,9347.08504176158,5291.0
PDF.TO,9314.793304221252,6346.5
ZFH.TO,9305.822222222223,3582.0
AX.PR.I.TO,9303.602996254682,4225.0
FTS.PR.K.TO,9226.545195729537,5700.0
FTS.PR.J.TO,9214.263492063492,4001.0
EFN.PR.G.TO,9212.78144989339,3927.0
TRP.PR.F.TO,9200.377521613833,4700.0
PBD.TO,9181.201747997087,2476.0
BCE.PR.C.TO,9171.494510978044,4547.5
BEP.PR.I.TO,9156.105797101449,4094.0
BCE.PR.G.TO,9154.974550898203,3677.5
CMR.TO,9153.346251358204,3475.0
ECF.UN.TO,9112.39658220389,6355.0
HSE.PR.G.TO,9071.265945945946,3600.0
MFC.PR.N.TO,9066.831916902738,4500.0
RY.PR.W.TO,9065.670159680638,5038.0
FFH.PR.G.TO,9016.045409181637,6300.0
CVD.TO,8890.157949249095,5997.0
MFC.PR.K.TO,8887.381588193957,4700.0
BPO.PR.R.TO,8874.776,5950.0
LCS.TO,8860.032986111111,4300.0
MEQ.TO,8858.267943637164,2800.0
FSB.U.TO,8851.58908045977,1542.0
EFN.PR.I.TO,8844.798672566372,4171.0
ZEO.TO,8797.174532502226,3426.5
RMX.TO,8796.597935483871,2609.0
AIM.PR.A.TO,8737.340375586855,3832.0
SLF.PR.B.TO,8734.886726546907,5552.5
XUT.TO,8734.806598984771,4222.5
VXM.B.TO,8731.044859813084,973.0
IAM.TO,8729.290554653051,700.0
GWO.PR.R.TO,8724.22903629537,5443.0
BCE.PR.B.TO,8718.134730538923,3797.5
PWF.PR.R.TO,8697.344906089926,4250.0
CLG.TO,8696.40108695652,2945.0
FCUD.TO,8686.284403669724,2300.0
TNP.TO,8676.551286698079,2760.0
BPO.PR.N.TO,8665.577844311378,5605.0
GWO.PR.H.TO,8628.526946107784,5777.5
ENB.PF.V.TO,8627.958702064896,4882.5
FTS.PR.G.TO,8598.215568862275,4517.0
GDG.UN.TO,8587.563257065949,5218.5
ZMP.TO,8582.91368846932,3412.0
XDIV.TO,8485.61971830986,5411.5
CU.PR.G.TO,8484.345755693581,3750.0
ENS.TO,8478.331288343557,5200.0
GWO.PR.I.TO,8474.83882235529,5850.0
CU.PR.I.TO,8465.677946324387,2607.0
GWO.PR.G.TO,8464.02994011976,5424.0
SLF.PR.E.TO,8445.180139720558,5616.0
HGY.TO,8425.067844925883,4428.5
XST.TO,8424.048223350253,3622.0
SBT.B.TO,8421.716272600834,2000.0
ALA.PR.G.TO,8416.77339055794,3310.0
BOY.TO,8389.160525201187,1600.0
CBH.TO,8370.03043478261,4453.5
VGG.TO,8357.988480921525,5678.0
WFS.TO,8344.724930747923,5006.0
ZFM.TO,8333.133076593924,2465.0
PFH.F.TO,8288.651923076923,2811.0
EMA.PR.F.TO,8262.745346869713,3880.0
OR.WT.A.TO,8256.330226364847,2173.0
BCE.PR.Q.TO,8249.513098464318,4200.0
RCI.A.TO,8247.24202420242,1179.0
PPL.PR.K.TO,8163.25,3275.0
PR.TO,8141.988674971687,2005.0
FGE.TO,8125.533834586467,2400.0
BAM.PF.E.TO,8123.780193236715,4273.5
ZPL.TO,8122.070802427512,2223.0
BMO.PR.Y.TO,8100.075026795284,3631.0
SLF.PR.C.TO,8070.432135728543,5561.0
XMI.TO,8060.368932038835,4098.5
FCID.TO,7985.724770642202,4218.0
BXF.TO,7957.1872816212435,2050.0
ZYME.TO,7915.269146608315,2681.0
ALC.TO,7913.474394147233,3000.0
EUR.TO,7907.576542026207,470.0
BRF.PR.F.TO,7894.51610692255,4400.0
HEJ.TO,7877.804068522484,3003.5
PWF.PR.T.TO,7877.0283742331285,2902.0
XSE.TO,7868.253748558247,3890.0
TA.PR.J.TO,7856.267841409692,4900.0
DFC.TO,7848.57052631579,143.0
PFT.UN.TO,7845.817486338798,3407.0
BRF.PR.E.TO,7808.389363099146,3850.0
CIQ.UN.TO,7790.781264211005,4085.0
CPX.PR.I.TO,7777.664082687338,2516.0
FFH.PR.C.TO,7762.084830339321,5408.5
PXC.TO,7726.556306306306,1968.5
GDV.TO,7723.410404624277,6425.0
BAM.PR.K.TO,7664.424151696607,3302.0
RY.PR.E.TO,7653.129241516966,3902.0
URB.TO,7621.343583307185,2000.0
HUF.U.TO,7601.483891345546,1588.0
RY.PR.P.TO,7597.960248447205,3295.0
HXDM.TO,7592.742209631728,3707.0
BRF.PR.A.TO,7586.108283433134,3658.5
GWO.PR.P.TO,7583.532992036405,4110.5
TVK.TO,7581.874762808349,2600.0
GWR.TO,7563.969607843137,1744.5
GWO.PR.Q.TO,7550.643629807692,4093.0
TUT.UN.TO,7544.728070175439,4100.0
ALA.PR.A.TO,7473.413173652694,3912.5
CPX.PR.C.TO,7462.467741935484,4900.0
ULV.F.TO,7444.945192307692,3970.0
PYF.TO,7434.206940874036,2899.0
FFI.UN.TO,7434.006880733945,5422.5
LFX.TO,7404.212454212454,650.0
XHC.TO,7402.880203045685,4681.5
RET.TO,7389.742034717645,3200.0
ZJG.TO,7368.546259406818,4843.0
FSL.TO,7360.0101670297745,3611.0
BCE.PR.R.TO,7353.580339321357,3350.0
XSQ.TO,7350.470945359931,2680.0
CU.PR.F.TO,7341.075218267293,3493.0
KEW.WT.TO,7329.6373456790125,0.0
XSC.TO,7327.056516724337,2862.0
EDGF.UN.TO,7303.19298245614,4300.0
XXM.B.TO,7259.744029850746,3226.0
BCE.PR.Y.TO,7253.652195608783,3869.0
LS.TO,7251.108108108108,6700.0
PWF.PR.K.TO,7223.147704590819,4401.0
GDV.PR.A.TO,7208.635838150289,1300.0
POW.PR.D.TO,7189.774451097805,4100.0
TVA.B.TO,7153.899593731863,1655.0
HMP.TO,7106.839729119639,2200.0
BAM.PR.M.TO,7083.4875249501,4878.0
HBG.TO,7070.243851604835,3000.0
ECN.PR.A.TO,7060.339317773788,3027.0
PCD.UN.TO,7047.255988023952,4700.0
XXM.TO,7043.696268656717,3517.0
ZDH.TO,7007.950460829493,3818.5
BAM.PR.N.TO,6929.73502994012,4715.0
BUI.TO,6920.715695273061,900.0
BEP.PR.G.TO,6920.27886977887,3229.5
EBC.UN.TO,6842.303398058252,3900.0
EFN.PR.C.TO,6828.697431781701,3605.5
EFR.WT.TO,6825.04105090312,1500.0
FFH.PR.E.TO,6818.329840319361,4666.5
IFC.PR.F.TO,6811.2131578947365,2253.0
POW.PR.G.TO,6761.68244013683,2729.5
BK.PR.A.TO,6736.943162633652,2500.0
EIT.PR.B.TO,6734.846511627907,2700.0
RY.PR.F.TO,6721.0723552894215,3638.0
HBB.TO,6718.8262676641725,2981.0
PPL.PR.C.TO,6698.957871396896,3700.0
SLF.PR.J.TO,6698.8002183406115,3297.5
ASND.WT.TO,6688.4575,0.0
HEA.U.TO,6664.625802997859,1090.5
TRI.PR.B.TO,6647.817365269461,1750.0
PSLV.U.TO,6629.221153846154,3556.5
CWB.PR.C.TO,6628.206043956044,2357.5
FCCD.TO,6626.311926605505,4494.0
CNT.TO,6611.449328449328,0.0
EFN.PR.E.TO,6607.830638297873,2540.0
ZUD.TO,6591.788267026298,2592.0
CAL.TO,6554.024513022543,3254.0
RY.PR.G.TO,6546.435628742515,3252.5
GWO.PR.S.TO,6540.311557788945,2712.5
BIP.PR.A.TO,6517.206653225807,3312.5
AIM.PR.B.TO,6469.5975485188965,1900.0
PPL.PR.O.TO,6461.109510086455,2500.0
TD.PF.F.TO,6459.450110864745,3427.0
CYB.TO,6458.437296037296,4886.0
ZMI.TO,6455.944111776447,4322.0
HFA.TO,6449.304347826087,500.0
ZWP.TO,6443.3127572016465,3200.0
ZID.TO,6442.258521469676,3285.0
XCH.TO,6440.837096060203,3425.0
CU.PR.D.TO,6436.248062015504,2500.0
DXB.TO,6435.968838526912,411.0
FGB.TO,6433.6582109479305,500.0
PPL.PR.S.TO,6422.305475504323,2200.0
BIP.PR.B.TO,6414.754037267081,2800.0
EFN.PR.A.TO,6412.413076923077,2492.5
HUG.TO,6397.3421052631575,1000.0
PIC.PR.A.TO,6394.210578842315,3868.5
EQL.TO,6381.784946236559,2700.0
PVS.PR.F.TO,6374.383333333333,3185.5
BMO.PR.Z.TO,6370.283482142857,3230.0
HUZ.TO,6349.8787118360515,1701.0
MXU.TO,6337.886731391586,3808.0
UNI.TO,6332.482758620689,2700.0
FGO.U.TO,6331.450704225352,200.0
BCE.PR.H.TO,6331.406686626747,2275.0
IAF.PR.G.TO,6330.1621621621625,5200.0
BCE.PR.E.TO,6329.588323353293,2200.0
SXI.TO,6325.433002180761,0.0
RY.PR.N.TO,6313.950945626478,2704.0
GBT.TO,6304.666666666667,2000.0
MEU.TO,6303.629449838188,1610.0
PVS.PR.D.TO,6278.9802405498285,3887.5
VI.TO,6253.264596273292,3403.0
NXF.TO,6211.972359328726,2100.0
ECN.PR.C.TO,6199.592255125285,3240.0
HHL.U.TO,6176.544031311155,2700.0
HRR.UN.TO,6174.1513113651645,2300.0
ZWK.TO,6155.2,5539.0
EML.PR.A.TO,6129.183135704875,2800.0
MGB.TO,6127.5748251748255,1827.0
PDC.TO,6103.732503888024,2790.0
CGR.TO,6095.603736862592,3351.0
LB.PR.J.TO,6090.633649932158,2545.0
PWF.PR.L.TO,6082.807884231537,3000.0
HEP.TO,6082.591185410334,3898.0
INC.UN.TO,6074.030513711858,4000.0
DEE.WT.TO,6073.18962962963,0.0
RY.PR.O.TO,6061.96781354051,3890.0
XDG.TO,6040.896713615023,3238.5
RY.PR.C.TO,6029.901696606787,2562.0
PRP.TO,6023.454683929932,1500.0
CU.PR.E.TO,6019.174774774775,2268.0
L.PR.B.TO,6002.261009667025,2323.0
RLB.TO,5991.950904392765,1607.5
XIG.TO,5976.4245241257195,2807.0
PSLV.TO,5960.283154121864,2501.0
HEF.TO,5886.072820512821,1704.5
RCO.UN.TO,5876.194780394653,2700.0
VLN.TO,5873.741884222474,1000.0
WN.PR.A.TO,5866.250998003992,3864.5
RVX.WT.TO,5865.5344418052255,0.0
HUC.TO,5853.435023434171,1082.0
ACZ.UN.TO,5832.691833590138,1800.0
TXT.UN.TO,5829.7422429078015,3000.0
NPI.PR.A.TO,5818.791916167665,3159.0
LB.PR.H.TO,5808.508557457213,2550.0
AQN.PR.A.TO,5805.228281547242,2570.0
HCB.TO,5795.858585858586,1970.0
WN.PR.E.TO,5789.176147704591,4227.0
BCE.PR.T.TO,5785.146706586826,1998.0
W.PR.K.TO,5784.49375,1700.0
EIT.PR.A.TO,5773.104294478528,3100.0
VBU.TO,5744.368330464716,3197.5
EMA.PR.A.TO,5714.997005988024,2910.0
BND.TO,5714.195443645084,900.0
CRDL.WT.TO,5710.0,500.0
RUD.TO,5697.337753510141,2891.0
WN.PR.C.TO,5648.474550898203,3900.0
Y.WT.TO,5641.47803617571,2504.5
MRC.TO,5638.193748614498,1859.0
VCIP.TO,5632.7692307692305,3619.0
ADVZ.U.TO,5623.607142857143,670.0
PWF.PR.I.TO,5587.88622754491,3045.5
RBO.TO,5581.803432137285,2655.5
BSC.TO,5572.794601433994,1500.0
HAU.TO,5556.184392699811,600.0
PPS.TO,5552.9201658890615,1500.0
INQ.TO,5547.834055876686,0.0
VRE.TO,5537.348542458809,3488.0
PNC.A.TO,5501.375970999482,0.0
LCS.PR.A.TO,5500.72754491018,1388.5
HUN.TO,5472.991135500211,500.0
IGCF.TO,5467.791428571429,1349.5
YXM.TO,5452.1813432835825,1233.0
UXM.TO,5443.336348219333,2640.0
GWO.PR.M.TO,5425.592315369261,2276.5
DCF.TO,5409.031319910515,1542.0
HMMJ.U.TO,5404.817535545024,1141.0
TPRF.TO,5403.072463768116,2600.0
AZP.PR.A.TO,5378.883484162896,2180.0
CGY.TO,5376.692413793104,3535.0
XMU.TO,5366.671723300971,2344.5
ZCH.TO,5331.812749003984,2669.0
BCE.PR.O.TO,5322.851851851852,2750.0
GMO.TO,5308.008490217792,1000.0
MUS.TO,5295.233979135618,2367.0
SEED.TO,5288.853281853282,3358.0
PWF.PR.F.TO,5270.75748502994,3200.0
WN.PR.D.TO,5263.6731536926145,3566.0
TOF.UN.TO,5214.189156626506,2700.0
IFB.UN.TO,5213.282868525896,2300.0
MNS.TO,5178.903858317521,2062.0
LXR.WT.TO,5168.905882352941,0.0
VA.TO,5165.8674698795185,1859.0
GMP.PR.B.TO,5140.125748502994,3200.0
XTD.TO,5134.867129400099,3000.0
BSD.UN.TO,5113.3246670894105,800.0
NPI.PR.C.TO,5105.7308146399055,3076.0
HXX.TO,5087.909747292419,2256.0
VVL.TO,5062.826865671642,3246.0
PTM.TO,5049.185045097469,1756.0
USF.UN.TO,5021.619521912351,2000.0
ZLD.TO,5011.587926509186,2420.0
FCRR.TO,4999.45871559633,1828.0
RWE.TO,4994.01187648456,2000.0
TLF.TO,4992.909615384616,3230.0
ZLI.TO,4972.748847926267,2218.0
POW.PR.B.TO,4972.564870259481,3272.5
BAM.PR.C.TO,4968.9186626746505,2558.5
CWW.TO,4968.911164057182,2791.5
GWO.PR.L.TO,4953.37874251497,2900.0
MKZ.UN.TO,4953.350744558992,1700.0
CPX.PR.A.TO,4935.055389221557,3149.0
ZSU.TO,4932.977777777778,500.0
VGH.TO,4911.636429085673,2932.0
HFMU.U.TO,4874.3550135501355,762.0
MDS.UN.TO,4857.581677704195,1800.0
HMM.A.TO,4855.901106663528,706.0
CWB.PR.B.TO,4840.2365506329115,2717.5
EMA.PR.E.TO,4801.678072625698,2246.5
HCON.TO,4795.4,1005.0
TLV.TO,4781.147521865889,2796.0
PHYS.TO,4773.272401433692,2381.0
FCUH.TO,4763.321100917431,600.0
OSP.PR.A.TO,4753.090637450199,1000.0
SBN.TO,4746.943376801647,2369.5
RIDH.TO,4718.572115384615,2900.0
ZRR.TO,4717.476147205815,1487.0
XCV.TO,4716.031055900621,2200.0
CF.PR.A.TO,4711.028586278586,3560.5
DRM.PR.A.TO,4701.9819193324065,2047.0
HOT.U.TO,4674.652173913043,2400.0
ZJK.TO,4662.773255813953,100.0
TRP.PR.H.TO,4661.39847161572,2133.5
FTS.PR.F.TO,4611.229540918163,2346.0
FLUS.TO,4595.351851851852,0.0
HRES.TO,4521.208333333333,1811.5
TCT.UN.TO,4500.929341844596,1200.0
RAI.UN.TO,4471.386170212766,1600.0
SHZ.TO,4441.596989966555,1400.0
PNP.TO,4402.983793654417,2350.0
VNR.PR.A.TO,4364.289020771514,1700.0
IPCI.TO,4357.638461538461,980.5
PPL.PR.Q.TO,4354.195965417867,1916.0
AHY.UN.TO,4348.96770938446,1961.5
CU.PR.H.TO,4327.366292134831,1500.0
USB.TO,4306.850823937554,395.0
POW.PR.C.TO,4288.955588822355,2500.0
AX.PR.E.TO,4287.752521856086,2898.0
CDAY.TO,4280.1057692307695,2090.0
YXM.B.TO,4278.588059701493,663.0
VBG.TO,4262.829604130809,2268.0
HEE.TO,4255.155015197568,2655.5
BBL.A.TO,4243.8602074493165,300.0
ZLE.TO,4193.14964028777,788.0
BLB.UN.TO,4192.892253931275,2003.0
DXV.TO,4191.785087719299,49.5
SHE.TO,4182.26013986014,700.0
HUTL.TO,4165.142857142857,1450.0
PWF.PR.O.TO,4143.493512974052,2200.0
TCL.B.TO,4143.445855294682,400.0
BNS.PR.D.TO,4140.792924037461,1599.0
AQN.PR.D.TO,4133.941506410257,1646.0
RCD.TO,4097.971918876755,1774.0
XID.TO,4093.6387782204515,2151.0
W.PR.J.TO,4092.547904191617,1390.0
SPG.WT.TO,4074.635593220339,0.0
PWF.PR.H.TO,4072.120259481038,2325.0
CF.PR.C.TO,4036.2614492753623,2965.0
HHF.TO,4017.6734813084113,1659.0
PID.TO,4015.9585062240662,1647.5
W.PR.H.TO,3987.7190618762475,1500.0
IFA.TO,3987.506387921022,1500.0
AZP.PR.B.TO,3982.4451357466064,1775.0
LVU.UN.TO,3978.361018084394,100.0
SBC.PR.A.TO,3973.370259481038,1990.0
BCE.PR.J.TO,3968.937302423604,1520.5
XCG.TO,3948.1930111038537,1732.0
XAM.TO,3928.318181818182,0.0
VEH.TO,3917.235294117647,1259.0
NGI.UN.TO,3910.1340523882895,878.0
CUP.U.TO,3909.084899939357,1728.0
CIF.TO,3904.4535415079968,2043.0
BR.TO,3903.52825607064,1840.5
DC.PR.B.TO,3886.6621756487025,2584.5
XEB.TO,3884.733502538071,1489.5
HXE.TO,3864.6869501466276,432.5
CYBR.TO,3858.8435754189945,1107.5
FN.PR.A.TO,3855.736027944112,1967.5
HOG.TO,3853.0025929127055,1298.0
PFL.TO,3852.7207285342583,411.0
IGB.TO,3847.8224852071007,0.0
ASO.TO,3844.1179673321235,1025.0
MKB.TO,3827.5594405594406,200.0
EQL.F.TO,3804.3655913978496,588.5
CWI.TO,3803.485533453888,0.0
ZPH.TO,3783.0567514677105,1500.0
INOC.TO,3781.76875,1308.0
FLGD.TO,3752.8327137546466,2000.0
RPDH.TO,3748.929807692308,1280.5
ZUQ.TO,3740.2281191806333,1642.0
PWF.PR.G.TO,3732.7829341317365,2128.0
FTU.TO,3730.3572664359863,1215.0
ELF.PR.H.TO,3715.234682080925,1790.0
BBD.PR.D.TO,3699.310379241517,2400.0
SRT.U.TO,3698.22304526749,1500.0
DXU.TO,3687.7681992337166,277.5
HYG.TO,3675.917052724465,1834.0
BKL.F.TO,3671.9076923076923,1425.5
IGM.PR.B.TO,3667.429141716567,1600.0
TDB.TO,3658.534979423868,905.0
POW.PR.A.TO,3643.5858283433136,2460.0
SVR.C.TO,3642.3206831119546,900.0
ZST.L.TO,3639.634050880626,200.0
BCE.PR.S.TO,3621.4176646706587,2100.0
ZNQ.TO,3620.0,0.0
KILO.B.TO,3619.3797468354433,0.0
HIU.TO,3611.814880425155,817.5
XMV.TO,3607.2172330097087,1330.5
RIB.UN.TO,3597.9920159680637,1500.0
MNT.U.TO,3592.6363636363635,0.0
HEWB.TO,3576.7727272727275,600.0
LGT.B.TO,3575.5106482564943,808.0
HAF.TO,3574.423153692615,1184.5
AX.PR.A.TO,3552.8200607902736,2350.0
FRX.TO,3535.685994647636,1500.0
CSE.PR.A.TO,3532.895779051589,2010.0
XUH.TO,3506.891757696127,1649.0
TECK.A.TO,3502.4153846153845,2283.5
FTU.PR.B.TO,3498.4132775119615,300.0
XMW.TO,3494.6868932038833,1628.0
CCS.PR.C.TO,3492.256487025948,1800.0
FFH.PR.D.TO,3490.2843419788665,1871.0
HFY.TO,3463.7348927875246,1600.0
PWF.PR.E.TO,3446.622255489022,2100.0
GWO.PR.F.TO,3427.311377245509,1695.5
MWD.TO,3413.8074433656957,1925.5
ZGRO.TO,3403.8,1729.0
BXS.DB.C.TO,3400.8138351983725,0.0
TCSB.TO,3400.4202898550725,230.0
FAO.TO,3400.357628765792,1100.0
FFH.PR.F.TO,3375.4075587334014,1750.0
RWX.B.TO,3354.9706666666666,0.0
XEN.TO,3352.081589216034,1153.0
PVS.PR.E.TO,3351.501800720288,1600.0
ZXM.TO,3332.1093457943925,1023.5
GCM.WT.A.TO,3309.0581113801454,0.0
XML.TO,3300.393897364771,1096.0
ZBAL.TO,3291.0,2530.0
BUA.UN.TO,3286.862138533961,1400.0
AX.PR.G.TO,3285.156652360515,2022.5
IAF.PR.B.TO,3280.162162162162,1500.0
ENB.PR.A.TO,3277.371756487026,2154.5
INE.PR.A.TO,3272.9735528942115,2000.0
RWW.TO,3267.210651828299,1049.0
XBAL.TO,3250.4288461538463,1613.5
RPSB.TO,3223.6242603550295,0.0
PRM.TO,3223.2916666666665,1890.0
ZST.TO,3222.5729813664598,1014.5
ERM.TO,3218.956276445698,1440.5
MKC.TO,3211.684053651267,1176.0
QSP.UN.TO,3193.3889943074005,319.5
RUDH.TO,3190.6971153846152,1495.5
FTB.TO,3174.524377031419,800.0
YCM.TO,3173.0576112412177,200.0
HXH.TO,3166.352288488211,601.0
ZMSB.TO,3144.8440860215055,0.0
RPD.TO,3135.2176308539947,1196.0
CVG.TO,3124.2517899761338,300.0
PWF.PR.A.TO,3122.568363273453,1103.5
BNS.PR.C.TO,3081.029435163087,817.0
OR.WT.TO,3069.5386158475426,1000.0
BNS.PR.F.TO,3049.1341145833335,600.0
XFF.TO,3041.988249118684,733.0
XMF.A.TO,3024.2884231536927,0.0
XDU.TO,3021.424882629108,900.0
UTE.UN.TO,2993.247005988024,1514.0
ZIN.TO,2973.2815286624204,1056.5
FBU.TO,2972.7035830618893,600.0
MBN.TO,2966.470798569726,500.0
DXM.TO,2962.806105144149,800.0
PWF.PR.Q.TO,2946.3198959687907,600.0
HAD.TO,2941.826575476307,1000.0
PINC.TO,2938.358744394619,1463.0
LAS.A.TO,2936.7627875809694,990.0
EQB.PR.C.TO,2907.5236842105264,1325.0
BCI.TO,2900.19902200489,207.5
PHR.TO,2899.0,807.5
PXU.F.TO,2898.2134615384616,540.0
UNC.TO,2885.421308576481,1318.5
TPU.TO,2877.2935528120715,1634.0
FTS.PR.I.TO,2856.662393162393,905.5
XHU.TO,2855.252725470763,770.0
VAH.TO,2843.2571428571428,1157.0
XGRO.TO,2840.9721153846153,979.0
HBF.U.TO,2791.713310580205,500.0
HSH.TO,2784.7471264367814,400.0
TC.TO,2782.1454891994917,951.5
FCRH.TO,2757.045871559633,800.0
DFU.TO,2746.164210526316,313.0
CEF.U.TO,2735.2705642420124,0.0
TA.PR.E.TO,2716.664835164835,632.5
GDL.TO,2711.865542388332,1000.0
TWC.TO,2683.4247863247865,565.5
PHE.TO,2677.949053857351,400.0
PFB.TO,2671.7382258802013,600.0
XFS.TO,2658.842105263158,325.0
OPT.TO,2655.0224215246635,848.0
PMNT.TO,2654.8,533.0
PGLC.TO,2650.012323943662,700.0
ZWS.TO,2642.8230452674898,1304.0
CDD.UN.TO,2630.8463373083478,250.0
HXS.U.TO,2618.2228224172854,200.0
COMM.TO,2610.42,1397.5
XFC.TO,2606.451461988304,949.0
DGRC.TO,2584.344537815126,346.0
HSM.WT.TO,2582.4395604395604,0.0
HRA.TO,2578.32,807.5
PRM.PR.A.TO,2564.9166666666665,868.0
ASM.WT.TO,2563.9330985915494,0.0
HEA.TO,2558.6120218579235,690.0
ZXM.B.TO,2553.6785046728974,371.5
EHE.TO,2547.9786259541984,408.0
RWE.B.TO,2519.3760886777513,474.0
HEW.TO,2512.9190321079573,253.0
BAM.PR.G.TO,2501.691616766467,900.0
NPRF.TO,2501.0,500.0
BIR.PR.A.TO,2493.63580998782,1000.0
ZFC.TO,2489.4,167.5
FFH.PR.H.TO,2488.978898007034,1000.0
PFG.TO,2473.9418604651164,98.5
PATH.TO,2466.876052948255,100.0
YCM.PR.B.TO,2461.248502994012,0.0
CIU.PR.C.TO,2438.623253493014,877.0
MPC.C.TO,2424.8989455184533,0.0
DC.PR.E.TO,2424.0973684210526,1092.0
BCE.PR.L.TO,2414.7583643122675,400.0
SJR.PR.B.TO,2403.8162650602408,900.0
XMF.PR.C.TO,2399.609281437126,0.0
BRF.PR.B.TO,2379.901776384535,1200.0
CGI.PR.D.TO,2377.5121612230714,700.0
RWW.B.TO,2373.8966613672496,0.0
ZGQ.TO,2372.695530726257,801.0
COG.TO,2369.4265232974913,0.0
INE.PR.C.TO,2359.8469453376206,900.0
SWH.TO,2355.8418248418247,0.0
VXM.TO,2349.4336448598133,712.5
DC.PR.D.TO,2349.157608695652,1100.0
ETP.TO,2341.8384013900954,613.0
HNY.TO,2336.7197488584475,1201.0
CSW.B.TO,2322.509433962264,1624.0
RWU.B.TO,2301.095803642122,212.0
RAY.B.TO,2287.2406417112297,150.0
GCT.C.TO,2278.2714223575467,0.0
RXD.TO,2277.3902662993573,823.0
FLDM.TO,2271.7013888888887,100.0
VMO.TO,2246.0298507462685,935.5
FAI.TO,2241.2368932038835,940.0
ICPB.TO,2233.7558139534885,99.5
BSD.PR.A.TO,2233.5898203592815,500.0
UXM.B.TO,2232.5723880597016,300.0
ZWH.U.TO,2230.137487636004,770.0
NXF.B.TO,2225.753208292201,305.0
XFI.TO,2216.409356725146,654.0
ACD.TO,2195.9471661863595,200.0
HBL.UN.TO,2193.6192973256425,700.0
INSR.TO,2183.9511677282376,200.0
ETAC.TO,2180.9662576687115,0.0
ELF.PR.F.TO,2176.8408183632732,1200.0
RY.PR.K.TO,2170.036653386454,500.0
FUT.TO,2167.1322033898305,100.0
XFA.TO,2162.2526439482963,500.0
ELF.PR.G.TO,2160.3288423153695,1300.0
FCQH.TO,2158.3809523809523,0.0
MFC.PR.P.TO,2156.4181547619046,400.0
YCM.PR.A.TO,2147.1561876247506,46.0
ILV.TO,2143.738392857143,967.5
ZMT.TO,2139.4087266251113,819.0
HGI.UN.TO,2123.8392315470173,550.0
RID.U.TO,2118.85647425897,304.0
PLV.TO,2115.1635220125786,738.0
CAN.TO,2112.8716119828814,0.0
MIND.TO,2095.358662613982,685.0
NEXA.TO,2084.409638554217,606.0
HUL.TO,2078.481228668942,300.0
ZVI.TO,2063.0755813953488,200.0
AZP.PR.C.TO,2042.133525456292,100.0
ICE.TO,2029.0386753686246,0.0
ADW.B.TO,2021.0945634266886,0.0
BEP.PR.E.TO,2020.4586070959265,1020.0
FCUQ.TO,2014.1904761904761,100.0
XCD.TO,2013.3763513513513,790.0
HPF.U.TO,2007.4522184300342,0.0
CIU.PR.A.TO,2005.798902195609,700.0
DFD.TO,1997.7819383259912,267.0
WFS.PR.A.TO,1997.120758483034,500.0
ALA.PR.B.TO,1982.8194607268465,800.0
PDV.TO,1973.6198372966207,1166.5
QXM.TO,1972.7885811192764,700.0
ZUP.TO,1942.4598825831702,670.0
CARS.TO,1938.851851851852,392.0
AKU.TO,1937.4285714285713,245.0
NALT.TO,1934.9,200.0
RQG.TO,1903.503481521157,355.0
ACO.Y.TO,1889.9119511622446,250.0
FPR.TO,1885.9237410071942,728.0
XMF.PR.B.TO,1880.5513972055887,0.0
ZEUS.TO,1876.0261627906978,500.0
XTD.PR.A.TO,1871.5768463073853,5.0
BIR.PR.C.TO,1861.294817927171,900.0
HTB.TO,1848.5400410677619,300.0
ZLU.U.TO,1845.695886716116,370.0
DC.WT.TO,1843.7421052631578,100.0
BCE.PR.N.TO,1839.866574965612,600.0
HARC.TO,1832.090909090909,188.5
HXQ.TO,1825.4299719887956,605.5
DGR.B.TO,1819.6091603053435,150.0
QUS.TO,1815.9171483622351,393.0
HCRE.TO,1797.5454545454545,205.0
SPPP.U.TO,1789.376923076923,200.0
CBT.UN.TO,1778.4629948364889,0.0
FLOT.U.TO,1778.2616279069769,0.0
CARS.B.TO,1774.5840455840455,0.0
MLD.UN.TO,1771.6552100381887,0.0
VVO.TO,1758.5223880597016,851.0
DQI.TO,1751.0687022900763,50.0
HAJ.TO,1745.0050062578223,282.0
ZGD.TO,1743.04076433121,447.0
CXF.TO,1741.8961776859503,368.0
HUF.TO,1728.6007380073802,200.0
PMM.TO,1723.772602739726,629.0
HGC.TO,1722.2480620155038,200.0
FLCI.TO,1709.4380733944954,63.5
DCS.TO,1709.0842105263157,80.0
EDGE.TO,1644.813725490196,53.5
BCE.PR.Z.TO,1644.2305389221558,912.0
THU.TO,1643.281207133059,256.0
XGI.TO,1642.3148648648648,533.0
HAL.TO,1630.8881932021468,474.0
RIG.TO,1629.0821018062397,475.0
TPE.TO,1626.8669410150892,506.0
HFMU.TO,1622.1017964071857,172.0
EMA.PR.B.TO,1615.3031674208146,600.0
XDUH.TO,1610.9148936170213,100.0
QUU.TO,1609.625,300.0
FST.TO,1608.1851851851852,471.0
RWX.TO,1600.8933333333334,80.0
ONEQ.TO,1600.3831168831168,1105.5
SBI.TO,1591.21482602118,0.0
NEW.A.TO,1585.0306393244873,200.0
PMIF.U.TO,1574.38,0.0
MXF.TO,1551.2399380804954,555.0
