ticker,normal_gain,gain_period,ema_gain,beta_coef
index_GSPTSE,-11.22984066813311,286,-1.480852069541866,1.0
ACB.TO,0,0,0,0
BBD.B.TO,-65.27777777777779,133,-53.757755590537485,0.892225500825382
XIU.TO,-6.366851945426974,277,-0.8659487339256282,1.0120222358588886
MFC.TO,-0.3659174072138018,354,-28.53166873478259,1.025253316888673
APHA.TO,0,0,0,0
CNQ.TO,-36.107020127638684,69,-5.182667799490245,1.910086136326015
HEXO.TO,0,0,0,0
SU.TO,-13.7516339869281,253,-17.9533907054192,1.7005434540272895
TD.TO,-4.278074866310157,277,-18.78385767402473,0.8976479136460419
ECA.TO,-61.50214592274678,253,26.01970170964585,2.082999049364765
RY.TO,-5.565345080763572,306,-18.04211328555577,0.7539321986519197
BTO.TO,-40.221402214022135,146,-23.417366946778728,0.5221455159040231
K.TO,-42.4170616113744,52,-29.370629370629374,1.0368585982510092
ABX.TO,-50.91103965702036,121,-34.252848017739254,1.0119623534269362
TECK.B.TO,-41.37704918032787,105,-17.149346961953434,0.04966809810537305
YRI.TO,-70.6508875739645,0,0,1.0498393760439189
TGOD.TO,0,0,0,0
G.TO,-34.97644073939833,53,-17.922535211267608,0.9409129082304003
BNS.TO,-14.079785450888366,309,-10.2956039943714,0.9239491170376302
LUN.TO,-25.80645161290323,280,-50.08889669501549,1.8940650860318824
CNR.TO,-5.693271588123136,301,-24.09814926094794,1.0568787093339842
BB.TO,-14.886164623467597,273,-75.9983019180559,0.8849461364727599
CVE.TO,-42.609548724656634,0,0.0,2.0252490273688895
FM.TO,-70.42490534286915,303,3.7466519736137407,2.055251171090094
HOD.TO,213.2075471698113,288,69.02093842386164,-2.5837666211525203
BCE.TO,15.312916111850866,28,-6.305387956712192,0.49962783619340023
CRON.TO,0,0,0,0
ENB.TO,1.362397820163491,259,-1.2731961942486936,1.1054272227563495
FIRE.TO,0,0,0,0
CCO.TO,-12.591815320041967,282,-52.1042206836624,1.5337335473928457
PD.TO,-51.21568627450981,96,-15.19434628975265,2.2651487683976366
RCI.B.TO,6.380725443473646,282,-12.41006999788502,0.4139958415842783
BMO.TO,-12.432966412644655,272,-3.3367503271164223,0.7969128884455148
WCP.TO,-38.12709030100334,293,18.383004777234042,2.289105975771172
BAM.A.TO,24.458204334365345,62,-4.758961681087761,0.9169650317741878
H.IR.TO,0,0,0,0
IMG.TO,-46.42857142857143,42,-17.499999999999996,0.9780137705882646
AC.TO,18.24894514767933,253,20.180722891566262,-0.16434610507704228
TRP.TO,-18.693361433087468,233,-20.304761651640025,1.1247733620738682
ATH.TO,-80.92105263157895,0,0,2.574783324366809
T.TO,12.465878070973611,293,-7.03657688451162,0.5129887766891595
SLF.TO,6.42306594347702,217,-26.935257493064576,0.9323598664170789
HSE.TO,-25.33507682249101,83,-22.31149538497482,1.4902843713134324
CM.TO,-4.038506691711683,272,-13.099289677165144,0.8261182033865331
NMX.TO,0,0,0,0
HBM.TO,-36.94029850746269,295,-34.46233896704019,1.9545051967381881
SGY.TO,-61.82965299684543,313,16.00852272727274,3.204198783073985
NA.TO,-13.331792975970433,283,-29.742274549624497,0.8957515956750213
TRST.TO,0,0,0,0
HND.TO,53.22580645161289,272,-49.229582437728624,-0.3479025181132878
NTR.TO,0,0,0,0
ECN.TO,0,0,0,0
EFN.TO,35.28493364558937,84,-16.82452216679857,0.9959094465081926
IMO.TO,-18.841669800676954,267,-4.37953833133998,1.4038990448186268
MG.TO,7.059874888293111,83,-2.6545519330126397,1.1160351775185078
NGD.TO,-55.55555555555556,0,0.0,1.1661283102867832
ATD.B.TO,71.19531731361675,0,0,0.817072442773392
DOL.TO,65.99216710182768,0,0.0,0.41745000242735214
CPG.TO,-62.25352112676057,35,-11.727709951905297,2.269540216550783
BHC.TO,0,0,0,0
TRQ.TO,7.3170731707317085,321,-20.090376752948515,1.0694195875451857
SJR.B.TO,0.08841732979663824,146,-1.8531250197107525,0.5281129314682146
KL.TO,0,0,0,0
WPM.TO,0,0,0,0
TCW.TO,-88.1000676132522,0,0.0,2.517595764424705
AEM.TO,-17.968749999999996,170,-11.243832770708902,0.8930688152767094
TOG.TO,-56.99391833188532,282,25.883893685106425,2.612875589940825
IPL.TO,-22.640832436311452,0,0.0,1.485365478777188
VII.TO,-36.33333333333334,179,-34.281267167185504,0.6004318797796154
IVN.TO,-47.14285714285714,69,-17.543859649122805,1.3565655710060096
MRU.TO,6.163328197226494,0,0.0,-0.09704058983885279
NXE.TO,0,0,0,0
MEG.TO,-68.70730425643721,252,18.530847017095518,3.05103919768019
XEG.TO,-42.88034650785056,32,-7.7414772727272725,1.9237848905062325
ARX.TO,-34.662455586261345,259,10.64703622951005,1.76388692672626
S.TO,-72.50608272506082,281,-0.8534322820036984,2.0394706913839418
GIL.TO,32.583503749147916,44,-10.72063623722744,0.5329761978850196
KEL.TO,-56.69409124906507,95,-19.666666666666664,2.2834574950266284
TRI.TO,28.888257037247644,319,6.412115608585267,0.62700271042455
SMF.TO,-31.958762886597935,245,-34.338909832603754,0.9916252248734967
PONY.TO,0,0,0,0
GIB.A.TO,26.491585925548193,286,14.533261747711801,0.7353340968336561
TV.TO,-58.778625954198475,91,-29.614205564231575,1.867610280902958
PCY.TO,0.0,231,0.0,nan
DGC.TO,6.235565819861436,213,-24.606041011163594,0.6467291567292383
OGC.TO,-16.606498194945846,190,-42.507591754650555,0.8864232672110781
POW.TO,-5.967865340474377,282,-21.917431712805953,0.9831487787458526
CAE.TO,8.360128617363353,314,0.24593073195312964,0.6056276755220006
CS.TO,-77.03703703703704,0,0.0,1.8089756324602975
GTE.TO,-56.171983356449374,281,20.856494045279568,2.17860402525055
TA.TO,-40.23099133782483,267,-8.574553083223625,1.032818566542247
AR.TO,-69.21296296296296,0,0.0,0.7967474041328827
TSGI.TO,0,0,0,0
TVE.TO,24.637681159420303,0,0,-1.7524619279645923
TOU.TO,-41.64332399626517,36,-5.570618683756465,1.5604450837430135
CLS.TO,34.750000000000014,0,0.0,0.7713555714271502
DML.TO,-55.55555555555556,0,0.0,1.6550322269431488
CR.TO,-61.308411214953274,36,-9.849749582637726,2.7700329633443697
XGD.TO,-33.305785123966935,122,-12.404841614171906,0.7636843125659831
FCU.TO,-4.878048780487796,230,17.777777777777782,0.2541455290866935
AGI.TO,-43.56846473029046,286,-63.80693237670638,0.4283401135551848
PSK.TO,-27.43066138372448,313,-0.033710935223473015,1.6047159426283226
PGF.TO,-71.06598984771574,32,-14.06649616368287,2.4432327827591758
CP.TO,-12.776998597475462,160,-27.959492205115644,1.2440370491556771
CG.TO,4.238618524332803,222,-72.74488755192121,0.9234715680025174
FNV.TO,-2.392002856122819,286,-19.256508831278822,0.48441423495243113
FF.TO,0,0,0,0
OTEX.TO,-11.597374179431066,75,-3.66105698258044,-0.10012923290300599
