col_name,median_y_gain
160_262_EMA_200_EMA_21,-4.759423164278898
500_0_EMA_200_EMA_21,nan
160_583_EMA_200_EMA_21,0.0
160_0_EMA_200_EMA_21,nan
160_874_EMA_200_EMA_21,nan
500_874_EMA_200_EMA_21,nan
250_874_EMA_200_EMA_21,nan
250_0_EMA_200_EMA_21,-6.4069739274157715
250_262_EMA_200_EMA_21,nan
500_583_EMA_200_EMA_21,nan
250_583_EMA_200_EMA_21,nan
500_262_EMA_200_EMA_21,nan
