ticker,normal_gain,gain_period,ema_gain,beta_coef
index_GSPTSE,8.826966053137626,0,0,1.0
ACB.TO,0,0,0,0
BBD.B.TO,-72.70742358078603,153,-13.406593406593403,0.919100626791363
XIU.TO,17.501585288522524,0,0.0,1.0170151536527827
MFC.TO,29.74812797821647,0,0,1.1389643015220214
APHA.TO,0,0,0,0
CNQ.TO,-8.280479210711762,490,17.01701701701702,1.7999555395772886
HEXO.TO,0,0,0,0
SU.TO,6.625727213962509,550,-0.1271051795360634,1.6349280533009813
TD.TO,25.30963920301561,0,0.0,0.8558611749560586
ECA.TO,-45.89867310012062,0,0.0,1.8678914166575096
RY.TO,21.568998109640837,0,0,0.7731435848481234
BTO.TO,-42.95774647887323,422,-45.730856098695924,0.8387907630839418
K.TO,-58.603066439523,0,0,1.208609318830506
ABX.TO,-52.759154203197525,69,-4.028925619834717,1.1914002988407761
TECK.B.TO,-41.37704918032787,147,-51.162790697674424,0.26027067073451854
YRI.TO,-77.6978417266187,0,0,1.1410042645711687
TGOD.TO,0,0,0,0
G.TO,-38.00967519004838,422,-5.654548241900757,1.0882320151104883
BNS.TO,10.236559139784942,0,0,0.8939459887210076
LUN.TO,-6.546275395033861,70,-21.14014251781472,1.8211347417747301
CNR.TO,52.17582417582416,0,0,1.0830100720442932
BB.TO,-9.581395348837203,356,-41.47521160822249,1.0910073723571387
CVE.TO,-34.02255639097744,309,-31.693066794231726,1.8078878933580662
FM.TO,-59.8973188819167,0,0.0,1.9336786304005853
HOD.TO,246.7362924281984,115,-45.57291666666667,-2.1543558656266715
BCE.TO,33.02611367127496,0,0.0,0.525381076029737
CRON.TO,0,0,0,0
ENB.TO,34.70126735063367,0,0,1.0040428818343012
FIRE.TO,0,0,0,0
CCO.TO,-7.444444444444444,440,-37.187828607943004,1.4561098104713963
PD.TO,-35.94232749742534,350,-72.64915161466887,2.2753321692431463
RCI.B.TO,10.142543859649132,420,-10.990211470961157,0.4576251175609189
BMO.TO,15.873015873015875,0,0,0.7878100665272201
WCP.TO,6.812933025404155,0,0,2.0520586811971926
BAM.A.TO,81.90045248868778,0,0,0.9313419962557795
H.IR.TO,0,0,0,0
IMG.TO,-64.67817896389325,0,0.0,1.2225421268003713
AC.TO,18.24894514767933,0,0.0,-0.030739885578555927
TRP.TO,9.695763434745512,0,0.0,1.0072875420800256
ATH.TO,-80.82010582010581,128,-7.551766138855067,2.0525968859883075
T.TO,35.18045935107546,0,0.0,0.5537583435133069
SLF.TO,40.04507888805409,0,0,1.0126776074711794
HSE.TO,-15.501294857565673,340,-27.518104015799867,1.3477695942701726
CM.TO,27.798624140087547,20,-0.03527477519887645,0.7794467056930132
NMX.TO,0,0,0,0
HBM.TO,-2.1707670043415392,0,0,1.9410728987947223
SGY.TO,-42.78959810874705,0,0.0,2.7978058774475
NA.TO,15.593220338983036,0,0,0.8149933246545652
TRST.TO,0,0,0,0
HND.TO,-19.738863287250386,582,-59.697457989411014,-0.017835930990637815
NTR.TO,0,0,0,0
ECN.TO,0,0,0,0
EFN.TO,52.41864555848724,0,0,1.0158871987145814
IMO.TO,3.9248735853599697,699,2.7980020646749884,1.2978368748494227
MG.TO,61.891891891891895,0,0,1.2051563853327167
NGD.TO,-57.74647887323944,0,0,1.374744044260083
ATD.B.TO,180.94034378159756,0,0,0.7750564538863475
DOL.TO,112.44778613199664,0,0,0.4589348568098771
CPG.TO,-52.965952965952965,478,-21.42845942710802,1.977257648904415
BHC.TO,0,0,0,0
TRQ.TO,-27.339449541284406,0,0.0,1.13934197202274
SJR.B.TO,20.23366967604887,0,0,0.5680933171066477
KL.TO,0,0,0,0
WPM.TO,0,0,0,0
TCW.TO,-87.60563380281691,407,-72.62040151095621,2.2456958175112325
AEM.TO,5.386416861826696,540,28.048092483296028,1.0477874232146733
TOG.TO,-21.67721518987342,0,0.0,2.3384603850621257
IPL.TO,21.601804850535807,0,0,0.22152553475420117
VII.TO,-36.33333333333334,0,0.0,0.2903579216271252
IVN.TO,-64.76190476190476,0,0.0,1.1533261169943472
MRU.TO,6.163328197226494,0,0,0.22489665068564066
NXE.TO,0,0,0,0
MEG.TO,-65.2059596844873,458,-88.69215434225524,2.611531607525643
XEG.TO,-28.231292517006796,498,-19.563735514655754,1.7559905843387165
ARX.TO,-17.743538767395627,0,0.0,1.551037867017555
S.TO,-68.52367688022284,455,-75.6986846398427,1.9571443866518319
GIL.TO,73.58322177599285,0,0,0.6104368882254244
KEL.TO,-26.242038216560502,0,0.0,2.046278563326723
TRI.TO,59.05263157894737,0,0,0.6902030152836638
SMF.TO,44.736842105263165,652,23.21428571428573,1.2154671234899888
PONY.TO,0,0,0,0
GIB.A.TO,48.22228861667165,0,0.0,0.8420088780318846
TV.TO,-23.943661971830977,699,-14.285714285714285,1.7952390502724465
PCY.TO,0.0,53,-100.0,nan
DGC.TO,19.48051948051948,229,-19.025793802357843,0.9234903371031935
OGC.TO,32.758620689655174,0,0.0,1.1690105936443682
POW.TO,7.854322071083805,0,0,0.9582578899694587
CAE.TO,30.873786407766985,0,0,0.665604025454943
CS.TO,-72.68722466960352,433,-15.163934426229513,1.7643457172083172
GTE.TO,-56.293222683264176,390,-25.202156334231805,1.989020628989043
TA.TO,-40.85714285714286,0,0.0,0.9033819526371623
AR.TO,-81.83060109289617,0,0,1.0275504716653443
TSGI.TO,0,0,0,0
TVE.TO,24.637681159420303,0,0,3.639429026443089
TOU.TO,-20.138001533350376,503,-8.15756035578145,1.4222886718761003
CLS.TO,41.34615384615387,200,-23.27341532639545,0.8566702220095561
DML.TO,-47.107438016528924,458,-63.750281991991386,1.764886778177983
CR.TO,-29.109589041095894,0,0.0,2.452510992889102
XGD.TO,-33.68940016433854,59,-26.737027264731744,0.9660574306422397
FCU.TO,-4.878048780487796,0,0.0,-1.0270341613652711
AGI.TO,-67.38609112709831,0,0.0,0.6157420450180656
PSK.TO,-22.944983818770226,175,-16.753445635528326,-0.454020847378953
PGF.TO,-64.6694214876033,0,0.0,2.1883308037924394
CP.TO,58.43240489130434,0,0,1.310000984868015
CG.TO,4.075235109717865,0,0.0,0.8511049119834767
FNV.TO,24.78320401643085,0,0.0,0.6730533384755676
FF.TO,0,0,0,0
OTEX.TO,-11.597374179431066,133,-26.479289940828394,0.334153676735234
BIR.TO,-6.370370370370367,0,0.0,1.8859631032127724
