,ticker,160_0_EMA_100_EMA_21,160_0_EMA_200_EMA_21,160_0_EMA_200_EMA_50,160_0_EMA_21_EMA_9,160_0_EMA_50_EMA_9,250_0_EMA_100_EMA_21,250_0_EMA_200_EMA_21,250_0_EMA_200_EMA_50,250_0_EMA_21_EMA_9,250_0_EMA_50_EMA_9,500_0_EMA_100_EMA_21,500_0_EMA_200_EMA_21,500_0_EMA_200_EMA_50,500_0_EMA_21_EMA_9,500_0_EMA_50_EMA_9,500_262_EMA_100_EMA_21,500_262_EMA_200_EMA_21,500_262_EMA_21_EMA_9,500_262_EMA_50_EMA_9
0,index_GSPTSE,-0.0155902042270775,-0.0155902042270775,-0.0155902042270775,-0.0155902042270775,-0.0155902042270775,0.018982213863679,0.018982213863679,0.018982213863679,0.018982213863679,0.018982213863679,0.0355352927862385,0.0355352927862385,0.0355352927862385,0.0355352927862385,0.0355352927862385,0.2608139161342572,0.2608139161342572,0.2608139161342572,0.2608139161342572
1,ACB.TO,-0.0235042735042733,-0.0235042735042733,-0.0235042735042733,-0.0235042735042733,-0.0235042735042733,-0.1003937007874015,-0.1003937007874015,-0.1003937007874015,-0.1003937007874015,-0.1003937007874015,2.347985347985348,2.347985347985348,2.347985347985348,2.347985347985348,2.347985347985348,3.223443223443223,3.223443223443223,3.223443223443223,3.223443223443223
2,BBD.B.TO,-0.4613899613899613,-0.4613899613899613,-0.4613899613899613,-0.4613899613899613,-0.4613899613899613,-0.3144963144963145,-0.3144963144963145,-0.3144963144963145,-0.3144963144963145,-0.3144963144963145,0.1822033898305085,0.1822033898305085,0.1822033898305085,0.1822033898305085,0.1822033898305085,3.076923076923077,3.076923076923077,3.076923076923077,3.076923076923077
3,XIU.TO,0.011411665257819,0.011411665257819,0.011411665257819,0.011411665257819,0.011411665257819,0.0565121412803532,0.0565121412803532,0.0565121412803532,0.0565121412803532,0.0565121412803532,0.1022570244127129,0.1022570244127129,0.1022570244127129,0.1022570244127129,0.1022570244127129,0.3389933292904791,0.3389933292904791,0.3389933292904791,0.3389933292904791
4,MFC.TO,-0.0316840277777778,-0.0316840277777778,-0.0316840277777778,-0.0316840277777778,-0.0316840277777778,-0.0684759916492693,-0.0684759916492693,-0.0684759916492693,-0.0684759916492693,-0.0684759916492693,-0.0062360801781737,-0.0062360801781737,-0.0062360801781737,-0.0062360801781737,-0.0062360801781737,0.5587096774193548,0.5587096774193548,0.5587096774193548,0.5587096774193548
5,APHA.TO,0.1327659574468085,0.1327659574468085,0.1327659574468085,0.1327659574468085,0.1327659574468085,0.0301857585139319,0.0301857585139319,0.0301857585139319,0.0301857585139319,0.0301857585139319,1.1296000000000002,1.1296000000000002,1.1296000000000002,1.1296000000000002,1.1296000000000002,1.6624,1.6624,1.6624,1.6624
6,CNQ.TO,-0.1938374125874125,-0.1938374125874125,-0.1938374125874125,-0.1938374125874125,-0.1938374125874125,-0.0733484049233861,-0.0733484049233861,-0.0733484049233861,-0.0733484049233861,-0.0733484049233861,0.0307348421346745,0.0307348421346745,0.0307348421346745,0.0307348421346745,0.0307348421346745,0.535614803024274,0.535614803024274,0.535614803024274,0.535614803024274
7,HEXO.TO,0.531620553359684,0.531620553359684,0.531620553359684,0.531620553359684,0.531620553359684,0.4378478664192951,0.4378478664192951,0.4378478664192951,0.4378478664192951,0.4378478664192951,0.4378478664192951,0.4378478664192951,0.4378478664192951,0.4378478664192951,0.4378478664192951,0.0,0.0,0.0,0.0
8,SU.TO,-0.1524528301886792,-0.1524528301886792,-0.1524528301886792,-0.1524528301886792,-0.1524528301886792,0.0505144995322732,0.0505144995322732,0.0505144995322732,0.0505144995322732,0.0505144995322732,0.1577319587628867,0.1577319587628867,0.1577319587628867,0.1577319587628867,0.1577319587628867,0.5418060200668897,0.5418060200668897,0.5418060200668897,0.5418060200668897
9,TD.TO,0.0353164900842161,0.0353164900842161,0.0353164900842161,0.0353164900842161,0.0353164900842161,0.0606735318675201,0.0606735318675201,0.0606735318675201,0.0606735318675201,0.0606735318675201,0.188152766952455,0.188152766952455,0.188152766952455,0.188152766952455,0.188152766952455,0.5499214718420462,0.5499214718420462,0.5499214718420462,0.5499214718420462
10,ECA.TO,-0.4549278846153846,-0.4549278846153846,-0.4549278846153846,-0.4549278846153846,-0.4549278846153846,-0.3516797712651894,-0.3516797712651894,-0.3516797712651894,-0.3516797712651894,-0.3516797712651894,-0.3757742601514108,-0.3757742601514108,-0.3757742601514108,-0.3757742601514108,-0.3757742601514108,1.9329140461215937,1.9329140461215937,1.9329140461215937,1.9329140461215937
11,RY.TO,0.0517936524346117,0.0517936524346117,0.0517936524346117,0.0517936524346117,0.0517936524346117,0.0328934010152283,0.0328934010152283,0.0328934010152283,0.0328934010152283,0.0328934010152283,0.1333407597192826,0.1333407597192826,0.1333407597192826,0.1333407597192826,0.1333407597192826,0.6505840528186897,0.6505840528186897,0.6505840528186897,0.6505840528186897
12,BTO.TO,0.2937685459940653,0.2937685459940653,0.2937685459940653,0.2937685459940653,0.2937685459940653,0.0954773869346734,0.0954773869346734,0.0954773869346734,0.0954773869346734,0.0954773869346734,0.0927318295739348,0.0927318295739348,0.0927318295739348,0.0927318295739348,0.0927318295739348,1.838709677419355,1.838709677419355,1.838709677419355,1.838709677419355
13,K.TO,-0.0628683693516699,-0.0628683693516699,-0.0628683693516699,-0.0628683693516699,-0.0628683693516699,0.0414847161572051,0.0414847161572051,0.0414847161572051,0.0414847161572051,0.0414847161572051,0.017057569296375,0.017057569296375,0.017057569296375,0.017057569296375,0.017057569296375,0.393854748603352,0.393854748603352,0.393854748603352,0.393854748603352
14,ABX.TO,-0.0217018846373502,-0.0217018846373502,-0.0217018846373502,-0.0217018846373502,-0.0217018846373502,0.1232786885245901,0.1232786885245901,0.1232786885245901,0.1232786885245901,0.1232786885245901,-0.2927332782824112,-0.2927332782824112,-0.2927332782824112,-0.2927332782824112,-0.2927332782824112,0.0599489795918368,0.0599489795918368,0.0599489795918368,0.0599489795918368
15,TECK.B.TO,-0.0340451872485299,-0.0340451872485299,-0.0340451872485299,-0.0340451872485299,-0.0340451872485299,-0.1632707774798927,-0.1632707774798927,-0.1632707774798927,-0.1632707774798927,-0.1632707774798927,0.2248822605965463,0.2248822605965463,0.2248822605965463,0.2248822605965463,0.2248822605965463,5.777142857142857,5.777142857142857,5.777142857142857,5.777142857142857
16,YRI.TO,-0.1407766990291262,-0.1407766990291262,-0.1407766990291262,-0.1407766990291262,-0.1407766990291262,-0.0301369863013698,-0.0301369863013698,-0.0301369863013698,-0.0301369863013698,-0.0301369863013698,0.0,0.0,0.0,0.0,0.0,0.1963746223564954,0.1963746223564954,0.1963746223564954,0.1963746223564954
17,TGOD.TO,-0.4,-0.4,-0.4,-0.4,-0.4,-0.051413881748072,-0.051413881748072,-0.051413881748072,-0.051413881748072,-0.051413881748072,-0.051413881748072,-0.051413881748072,-0.051413881748072,-0.051413881748072,-0.051413881748072,0.0,0.0,0.0,0.0
18,G.TO,-0.2078133478024959,-0.2078133478024959,-0.2078133478024959,-0.2078133478024959,-0.2078133478024959,-0.0926041019266625,-0.0926041019266625,-0.0926041019266625,-0.0926041019266625,-0.0926041019266625,-0.2946859903381642,-0.2946859903381642,-0.2946859903381642,-0.2946859903381642,-0.2946859903381642,-0.1847389558232933,-0.1847389558232933,-0.1847389558232933,-0.1847389558232933
19,BNS.TO,0.0303444505194095,0.0303444505194095,0.0303444505194095,0.0303444505194095,0.0303444505194095,0.0006637461834594,0.0006637461834594,0.0006637461834594,0.0006637461834594,0.0006637461834594,0.0341610646179173,0.0341610646179173,0.0341610646179173,0.0341610646179173,0.0341610646179173,0.6101293103448275,0.6101293103448275,0.6101293103448275,0.6101293103448275
20,LUN.TO,-0.0405953991880919,-0.0405953991880919,-0.0405953991880919,-0.0405953991880919,-0.0405953991880919,-0.1688159437280187,-0.1688159437280187,-0.1688159437280187,-0.1688159437280187,-0.1688159437280187,-0.086340206185567,-0.086340206185567,-0.086340206185567,-0.086340206185567,-0.086340206185567,1.744262295081967,1.744262295081967,1.744262295081967,1.744262295081967
21,CNR.TO,0.0723728007608178,0.0723728007608178,0.0723728007608178,0.0723728007608178,0.0723728007608178,0.1466341264998983,0.1466341264998983,0.1466341264998983,0.1466341264998983,0.1466341264998983,0.2527496944783913,0.2527496944783913,0.2527496944783913,0.2527496944783913,0.2527496944783913,0.3191489361702128,0.3191489361702128,0.3191489361702128,0.3191489361702128
22,BB.TO,-0.1194724592707525,-0.1194724592707525,-0.1194724592707525,-0.1194724592707525,-0.1194724592707525,-0.2875078468298807,-0.2875078468298807,-0.2875078468298807,-0.2875078468298807,-0.2875078468298807,0.2204301075268815,0.2204301075268815,0.2204301075268815,0.2204301075268815,0.2204301075268815,0.6255411255411255,0.6255411255411255,0.6255411255411255,0.6255411255411255
23,CVE.TO,-0.1334321719792439,-0.1334321719792439,-0.1334321719792439,-0.1334321719792439,-0.1334321719792439,0.2215256008359455,0.2215256008359455,0.2215256008359455,0.2215256008359455,0.2215256008359455,-0.296207104154124,-0.296207104154124,-0.296207104154124,-0.296207104154124,-0.296207104154124,-0.1887084300077339,-0.1887084300077339,-0.1887084300077339,-0.1887084300077339
24,FM.TO,-0.1711517761033368,-0.1711517761033368,-0.1711517761033368,-0.1711517761033368,-0.1711517761033368,-0.2813812412505833,-0.2813812412505833,-0.2813812412505833,-0.2813812412505833,-0.2813812412505833,0.107117181883537,0.107117181883537,0.107117181883537,0.107117181883537,0.107117181883537,5.268041237113401,5.268041237113401,5.268041237113401,5.268041237113401
25,HOD.TO,0.2749999999999999,0.2749999999999999,0.2749999999999999,0.2749999999999999,0.2749999999999999,-0.0966183574879226,-0.0966183574879226,-0.0966183574879226,-0.0966183574879226,-0.0966183574879226,-0.3987138263665594,-0.3987138263665594,-0.3987138263665594,-0.3987138263665594,-0.3987138263665594,-0.798116169544741,-0.798116169544741,-0.798116169544741,-0.798116169544741
26,BCE.TO,0.1132617861249521,0.1132617861249521,0.1132617861249521,0.1132617861249521,0.1132617861249521,0.0819519463587261,0.0819519463587261,0.0819519463587261,0.0819519463587261,0.0819519463587261,0.1077421815408086,0.1077421815408086,0.1077421815408086,0.1077421815408086,0.1077421815408086,0.0759364820846906,0.0759364820846906,0.0759364820846906,0.0759364820846906
27,CRON.TO,2.1589912280701755,2.1589912280701755,2.1589912280701755,2.1589912280701755,2.1589912280701755,2.578881987577639,2.578881987577639,2.578881987577639,2.578881987577639,2.578881987577639,2.578881987577639,2.578881987577639,2.578881987577639,2.578881987577639,2.578881987577639,0.0,0.0,0.0,0.0
28,ENB.TO,0.1051316984559491,0.1051316984559491,0.1051316984559491,0.1051316984559491,0.1051316984559491,0.2044048502845831,0.2044048502845831,0.2044048502845831,0.2044048502845831,0.2044048502845831,-0.0329823167097158,-0.0329823167097158,-0.0329823167097158,-0.0329823167097158,-0.0329823167097158,0.0984848484848485,0.0984848484848485,0.0984848484848485,0.0984848484848485
29,FIRE.TO,-0.0892018779342722,-0.0892018779342722,-0.0892018779342722,-0.0892018779342722,-0.0892018779342722,-0.0892018779342722,-0.0892018779342722,-0.0892018779342722,-0.0892018779342722,-0.0892018779342722,-0.0892018779342722,-0.0892018779342722,-0.0892018779342722,-0.0892018779342722,-0.0892018779342722,0.0,0.0,0.0,0.0
30,CCO.TO,0.1407355021216406,0.1407355021216406,0.1407355021216406,0.1407355021216406,0.1407355021216406,0.3762798634812285,0.3762798634812285,0.3762798634812285,0.3762798634812285,0.3762798634812285,0.130343377715487,0.130343377715487,0.130343377715487,0.130343377715487,0.130343377715487,-0.1737257717157214,-0.1737257717157214,-0.1737257717157214,-0.1737257717157214
31,PD.TO,-0.2088167053364268,-0.2088167053364268,-0.2088167053364268,-0.2088167053364268,-0.2088167053364268,-0.2214611872146118,-0.2214611872146118,-0.2214611872146118,-0.2214611872146118,-0.2214611872146118,-0.4887556221889055,-0.4887556221889055,-0.4887556221889055,-0.4887556221889055,-0.4887556221889055,0.1815789473684211,0.1815789473684211,0.1815789473684211,0.1815789473684211
32,RCI.B.TO,0.1796648404769576,0.1796648404769576,0.1796648404769576,0.1796648404769576,0.1796648404769576,0.2830354013319311,0.2830354013319311,0.2830354013319311,0.2830354013319311,0.2830354013319311,0.3727732983311456,0.3727732983311456,0.3727732983311456,0.3727732983311456,0.3727732983311456,0.3127340823970037,0.3127340823970037,0.3127340823970037,0.3127340823970037
