col_name,median_y_gain
500_583_EMA_21_EMA_9,25.33514369458054
500_0_EMA_21_EMA_9,28.11248793379688
160_262_EMA_21_EMA_9,19.02575132986881
160_874_EMA_21_EMA_9,12.62747470266843
160_0_EMA_21_EMA_9,25.435013086097346
160_583_EMA_21_EMA_9,11.326481368552944
500_874_EMA_21_EMA_9,23.757449324781632
500_262_EMA_21_EMA_9,26.767120200407124
250_262_EMA_21_EMA_9,19.574785775450444
250_0_EMA_21_EMA_9,30.27761317242583
250_874_EMA_21_EMA_9,18.894894252720395
250_583_EMA_21_EMA_9,24.883831825330827
