ticker,normal_gain,gain_period,ema_gain,beta_coef
index_GSPTSE,0.006412969343639506,0,0.0,1.0
ACB.TO,3.223443223443223,0,0.0,3.0548667725536074
BBD.B.TO,0.22779922779922793,133,-4.5977011494252915,1.072446649385884
XIU.TO,0.027454630060493247,0,0.0,0.9917822633583018
MFC.TO,0.04272766508416048,0,0.0,1.1131937285637639
APHA.TO,2.0701107011070112,22,-4.426677600109339,2.8339221478281034
CNQ.TO,0.0758293838862561,29,-2.150112732743739,1.707749520870011
HEXO.TO,0,0,0,0
SU.TO,0.11412459720730397,0,0.0,1.4542034487340016
TD.TO,0.1234347048300536,56,-6.351561812774344,0.7085839639533479
ECA.TO,0.22397200349956262,0,0.0,2.753803099791876
RY.TO,0.10381523831087967,86,-6.600117991636192,0.8226107119217053
BTO.TO,-0.03030303030303027,169,-7.999999999999995,0.5899749393940967
K.TO,-0.06378986866791742,205,-57.507988329834596,1.0997766574640293
ABX.TO,-0.18248893261190346,119,-11.933212323002648,1.0669407430709419
TECK.B.TO,0.7915407854984894,0,0.0,1.993824117997213
YRI.TO,0.28155339805825247,7,-4.33333333333333,0.9192412042092121
TGOD.TO,0,0,0,0
G.TO,-0.04806565064478314,195,-15.361262902246517,0.9547901761285571
BNS.TO,0.02398574561403509,41,-3.3760507096596433,0.7539523322276119
LUN.TO,0.22189781021897806,0,0.0,1.395391212189129
CNR.TO,-0.09380970576996567,0,0,0.925052965414097
BB.TO,0.05774647887323946,141,9.7441430092028,2.2976215319224407
CVE.TO,0.047952047952047994,0,0.0,3.1596537533454296
FM.TO,0.7812499999999998,0,0.0,2.653162340836692
HOD.TO,-0.5316824471959214,0,0.0,-2.0573587782505474
BCE.TO,-0.04170444242973703,105,-4.201226108907317,0.48819917551854636
CRON.TO,0,0,0,0
ENB.TO,-0.1198786039453718,127,-10.53601091963872,1.5456779702517314
FIRE.TO,0,0,0,0
CCO.TO,-0.03439597315436243,218,-40.70756513790733,1.5097589230754973
PD.TO,0.008988764044943828,0,0.0,3.118571867086308
RCI.B.TO,-0.0671989354624085,184,-6.395440873832515,0.736240567547032
BMO.TO,0.0706056803923805,99,-10.412511285868582,0.6836905273550032
WCP.TO,-0.015330188679245375,195,-12.342407030541395,1.6934566996377245
BAM.A.TO,-0.02222667200640768,110,-7.175325811246371,1.3330337727228867
H.IR.TO,-0.1608579088471849,123,-8.49176172370089,nan
IMG.TO,0.030395136778115527,12,-6.451612903225805,1.0774580796826025
AC.TO,0.35341830822711456,0,0.0,1.0450530652999748
TRP.TO,-0.11511528608027319,153,-7.213453892513705,0.9054126135315276
ATH.TO,-0.009259259259259267,0,0.0,2.7109323813171495
T.TO,0.0239830707735715,0,0.0,0.5502469175088439
SLF.TO,0.15459384401758852,0,0.0,0.9814964431200943
HSE.TO,0.10143042912873865,0,0.0,1.6369667755814792
CM.TO,0.12531787203743253,0,0.0,0.8579266876855485
NMX.TO,0.5428571428571429,0,0.0,2.035834236793379
HBM.TO,0.6429675425038641,0,0.0,2.3902253697644387
SGY.TO,-0.07407407407407403,220,-39.327780188755995,2.686404303458058
NA.TO,0.1681415929203539,0,0.0,0.6601459962528496
TRST.TO,0,0,0,0
HND.TO,0.07382550335570472,21,-6.503437027846429,-1.2544748739499896
NTR.TO,-0.1497238393790117,0,0.0,-0.4516550039407338
ECN.TO,-0.10230179028133,71,-4.92610837438423,1.0293982714912295
EFN.TO,-0.39664804469273734,90,-6.7264573991031344,1.1054701528162274
IMO.TO,-0.0755950823960239,0,0.0,1.6212782349772326
MG.TO,0.18045774647887325,0,0,1.7452748657461892
NGD.TO,-0.08877284595300257,202,-20.496774644536703,1.1898471841576521
ATD.B.TO,0.010763209393346324,130,-8.131605864302767,0.1949613944695445
DOL.TO,0.294390243902439,64,-10.459940652819002,0.449844761208618
CPG.TO,-0.11133004926108382,0,0.0,3.177131947627021
BHC.TO,0,0,0,0
TRQ.TO,0.09609609609609604,0,0.0,1.614018061411191
SJR.B.TO,-0.12575703598147492,30,-8.723404255319151,0.6819467739283058
KL.TO,0.589066918001885,0,0,1.3551600702268116
WPM.TO,0.02068965517241386,105,-7.9746835443038,1.015836451094262
TCW.TO,-0.03370786516853935,0,0.0,3.0646514348829927
AEM.TO,-0.09642560266001658,8,-0.267782426778237,0.7956315380987626
TOG.TO,0.41111111111111104,0,0.0,2.564720575074407
IPL.TO,-0.08424747696358044,0,0.0,1.4586934706872299
VII.TO,-0.2804557405784399,0,0,1.9965832653282847
IVN.TO,-0.22784810126582286,196,-3.836930455635495,2.4707274698001616
MRU.TO,-0.12003693444136664,31,-6.0153776571686945,0.2140272581321325
NXE.TO,0.06827309236947787,0,0,1.4660240639154662
MEG.TO,0.25181598062953997,0,0.0,2.934146085813764
XEG.TO,0.019408502772643166,0,0.0,1.8450064657305436
ARX.TO,-0.20988446726572527,117,-29.918817252904844,1.8703944903373484
S.TO,0.5374999999999999,0,0.0,2.0416745404424748
GIL.TO,-0.02448775612193913,174,-5.797078265204691,0.8576299567948552
KEL.TO,0.2773972602739726,0,0.0,1.944390686295095
TRI.TO,-0.15906771010547807,0,0,0.42325145004047643
SMF.TO,0.1877133105802047,0,0.0,0.7294619195963498
PONY.TO,-0.5391705069124424,45,-13.186813186813179,2.6961781069213013
GIB.A.TO,0.05341912314828681,134,-4.470657609777584,0.4508937147571692
TV.TO,0.4495412844036697,0,0.0,1.361424725238879
PCY.TO,0.030303030303030328,0,0.0,0.7242209678756133
DGC.TO,-0.21139240506329113,33,-13.530135301353019,1.1355365692519734
OGC.TO,-0.254278728606357,0,0.0,0.8283048647221596
POW.TO,0.04249909189974566,0,0.0,0.7860532483771021
CAE.TO,-0.0013876040703053253,134,-12.744662738486687,1.173340561895305
CS.TO,0.7195121951219512,0,0.0,2.2313279112010376
GTE.TO,0.1569965870307167,0,0.0,2.3816869572177515
TA.TO,-0.16888297872340421,0,0.0,0.44132362192572044
AR.TO,0.16831683168316824,0,0,0.6864950541198197
TSGI.TO,0.3867717915024092,49,-20.871481528419643,0.5994840426529322
TVE.TO,0.2679425837320575,0,0.0,2.26112878384143
TOU.TO,-0.24167645906776347,55,-7.707129094412332,1.32862162350222
CLS.TO,-0.3013698630136986,0,0.0,0.5178070414900824
DML.TO,0.03508771929824565,126,-39.09301555776231,1.918049535106042
CR.TO,-0.41208791208791207,175,-15.28150134048257,2.7864167401654765
XGD.TO,-0.06916192026037427,141,-16.83792183286698,0.8648558098585426
FCU.TO,0.19298245614035106,138,-8.656174334140404,1.2929765214992692
AGI.TO,-0.24645583424209377,84,-27.688311688311686,0.6774343358840724
PSK.TO,0.03236245954692565,40,-7.360463333329291,1.2992939151438803
PGF.TO,-0.1682242990654206,111,-22.656250000000004,3.9029485403377784
CP.TO,0.07357809952067987,118,-11.576068129802431,0.9748374879345506
CG.TO,-0.10932944606413994,160,-10.565569861707207,0.2761064223758989
FNV.TO,-0.060066147444788325,216,-9.977093659421536,0.3245878438487055
FF.TO,-0.32,0,0,-0.05161183136810098
OTEX.TO,0.04690117252931325,0,0.0,0.6444959428495817
BIR.TO,-0.40992647058823534,118,-5.947955390334577,1.8644559337874418
BTE.TO,0.05740181268882173,45,-5.690917089924893,3.419126638385658
GWO.TO,0.011483550589695983,0,0.0,0.3383842272134535
REI.UN.TO,-0.018600531443755456,0,0.0,0.373241462355563
ELD.TO,-0.5972972972972973,6,-6.182795698924743,1.4439308712777739
THO.TO,-0.5264623955431755,0,0.0,1.8888825112236598
PWF.TO,0.01211922698984597,0,0.0,0.625621500608992
FTS.TO,-0.08407286314806169,215,-14.000913089854269,0.4609686102482293
AKG.TO,-0.423728813559322,0,0.0,1.4681638126471392
SHC.TO,0.010859728506787259,56,-4.898867320536333,0.629411242707527
MGA.TO,0.11764705882352934,32,-31.249999999999993,1.9856378084231812
SAP.TO,-0.036659383345472155,0,0.0,0.7706315737508116
ERF.TO,0.29758454106280197,0,0.0,2.102359728174125
OBE.TO,-0.28313253012048195,61,-23.214285714285708,0.3239426523925209
HMMJ.TO,1.2813688212927756,7,-4.615384615384619,2.6185025096666514
CJ.TO,0.004914004914004809,101,-23.390241202445228,2.166146093669228
AIM.TO,0.5503355704697988,0,0,1.7001016433283163
PEY.TO,-0.5348837209302325,0,0,2.08846653753972
