ticker,normal_gain,gain_period,ema_gain,beta_coef
index_GSPTSE,0.018982213863679098,281,-3.6234942334796028,1.0
ACB.TO,-0.10039370078740154,341,-84.82136236863869,1.3878452605894165
BBD.B.TO,-0.31449631449631454,223,-3.210180623973747,1.5484203545439135
XIU.TO,0.056512141280353256,272,-5.159067228304041,1.023603331952223
MFC.TO,-0.06847599164926933,185,-10.365227690299536,1.3109050283091372
APHA.TO,0.030185758513931932,267,-64.50550529490148,0.4337461172934778
CNQ.TO,-0.07334840492338612,203,2.599276178211129,1.865534144500052
HEXO.TO,0.4378478664192951,134,-19.387885035168576,1.1252091174901004
SU.TO,0.050514499532273244,197,6.750173973556029,1.7397303479317412
TD.TO,0.06067353186752017,316,-11.69324842512097,0.8156400641723047
ECA.TO,-0.3516797712651894,215,4.270462633451954,2.401419111266262
RY.TO,0.03289340101522838,335,-2.8987280609791832,0.8880347948323578
BTO.TO,0.09547738693467345,15,-13.032422660381501,0.19776938253254653
K.TO,0.04148471615720513,310,-5.576176239195194,0.2351129655358365
ABX.TO,0.1232786885245901,217,-25.812393232980916,0.3626448568004825
TECK.B.TO,-0.1632707774798927,12,-7.9155672823219,2.157305912734889
YRI.TO,-0.03013698630136983,329,-9.171690857266674,0.04203685741047771
TGOD.TO,-0.05141388174807202,171,-11.736898286992334,-1.0970977810920148
G.TO,-0.09260410192666253,352,1.779540091103669,0.36007496165629904
BNS.TO,0.0006637461834594074,295,-11.454613961068162,0.7948025249567612
LUN.TO,-0.16881594372801872,1,-1.9079685746352406,2.1295936230872488
CNR.TO,0.14663412649989832,331,-7.1777967380647,1.2770290107367879
BB.TO,-0.28750784682988073,107,-41.88716227750971,1.6123829335392925
CVE.TO,0.22152560083594558,234,5.228308805311916,2.3675788115677108
FM.TO,-0.2813812412505833,21,-6.995305164319259,2.9850021764396457
HOD.TO,-0.09661835748792265,230,0.3372681281618815,-2.4899570830584796
BCE.TO,0.08195194635872613,259,-13.57220033751329,0.39408176068369716
CRON.TO,2.578881987577639,81,-26.942522535927303,-0.7612860810702
ENB.TO,0.20440485028458316,196,-4.946036229250002,1.332199222748657
FIRE.TO,-0.08920187793427228,0,0.0,2.412515193434147
CCO.TO,0.3762798634812285,206,-16.14668973105265,1.4383818699267927
PD.TO,-0.22146118721461183,159,-8.017817371937646,2.211520862382209
RCI.B.TO,0.2830354013319311,41,-5.286866975421532,0.4626497776725638
BMO.TO,0.030692139054180997,286,-0.500370928056482,0.7622241641302617
WCP.TO,-0.3899613899613899,141,-3.0826140567200877,2.0466694035090436
BAM.A.TO,0.15840602696272804,310,-8.874844066575672,1.1326051886962902
H.IR.TO,0.04231974921630099,0,0.0,-0.28257309459048485
IMG.TO,-0.30903790087463556,111,-7.365439093484413,0.27144579535500707
AC.TO,0.22877271041898412,218,-20.725562070114705,1.326872680878313
TRP.TO,0.06165250406798041,205,-4.940318329344121,0.9700324780058908
ATH.TO,-0.14414414414414425,207,-2.9919870965515756,2.688255502560892
T.TO,0.059060402684563765,329,-16.185809454027947,0.43306729162014657
SLF.TO,-0.048257372654155424,144,-11.348880847018982,1.064872871710112
HSE.TO,-0.05861456483126111,246,1.6378638761520579,1.6647607026390796
CM.TO,0.007585112012700648,359,-2.754509360447617,0.7167311336961845
NMX.TO,-0.7682119205298014,0,0.0,1.594463755406521
HBM.TO,-0.15657036346691516,0,0.0,2.506488243991565
SGY.TO,-0.27894736842105256,202,-2.020202020202022,1.8637354582968733
NA.TO,0.017064846416382205,237,-5.238152078528495,0.7156365371101077
TRST.TO,0.37663755458515275,239,-44.588105657600195,-0.6443851578482369
HND.TO,-0.5714285714285714,48,-8.90880700690549,-0.8237695121946044
NTR.TO,0.15669099756691005,336,-19.495812707740658,1.558741211239149
ECN.TO,0.18452380952380956,89,-5.247813411078709,0.6157823705247875
EFN.TO,0.592274678111588,57,3.54251389016407,1.055034185742521
IMO.TO,0.04438642297650134,282,5.287570073836275,1.2923188374526564
MG.TO,0.008453085376162219,126,-6.4915623298856975,1.543315634788537
NGD.TO,-0.6547619047619049,0,0,0.17593998899092825
ATD.B.TO,0.18797601685302223,117,-7.7082255561303645,0.8015558797289329
DOL.TO,-0.278393351800554,106,-11.621193101808773,0.9419382625738422
CPG.TO,-0.5788912579957356,92,-17.90348007054777,2.304507490258205
BHC.TO,0.033112582781456956,195,-32.4388672141134,-0.2535376151145764
TRQ.TO,-0.23140495867768593,53,-9.321711661645542,1.778926175837401
SJR.B.TO,0.13397328881469117,315,-7.2450503504500645,0.7572880043616474
KL.TO,1.2634700939199208,44,-6.2410945734166114,0.28028701480139084
WPM.TO,0.20778688524590166,294,-22.280237804712492,0.3167111632000717
TCW.TO,-0.5507692307692308,88,-18.671592407494387,2.281209339723487
AEM.TO,0.12983425414364638,268,-8.526170738059527,0.14263523924053903
TOG.TO,-0.2516233766233766,169,-0.7874015748031469,2.147193706384569
IPL.TO,0.0018957345971563576,169,1.428571428571439,0.8889002374037502
VII.TO,-0.35908529048207666,59,-11.504424778761058,1.6930078000932505
IVN.TO,0.057926829268292804,343,-22.309369340244963,2.8041194631873183
MRU.TO,1.5579823192927715,0,0.0,0.054499158826853064
NXE.TO,-0.14814814814814828,295,-62.79241001664262,1.9755097934993298
MEG.TO,-0.026548672566371743,245,21.00456621004566,2.059876266370502
XEG.TO,-0.10493273542600896,188,-1.220575414123806,1.7568419090041383
