ticker,normal_gain,gain_period,ema_gain,beta_coef
index_GSPTSE,8.826966053137626,0,0,1.0
ACB.TO,0,0,0,0
BBD.B.TO,-72.70742358078603,117,-0.6593406593406648,0.919100626791363
XIU.TO,17.501585288522524,0,0.0,1.0170151536527827
MFC.TO,29.74812797821647,13,-1.1363636363636358,1.1389643015220214
APHA.TO,0,0,0,0
CNQ.TO,-8.280479210711762,597,-13.627709143300311,1.7999555395772886
HEXO.TO,0,0,0,0
SU.TO,6.625727213962509,632,-5.718266831109338,1.6349280533009813
TD.TO,25.30963920301561,0,0.0,0.8558611749560586
ECA.TO,-45.89867310012062,0,0.0,1.8678914166575096
RY.TO,21.568998109640837,0,0,0.7731435848481234
BTO.TO,-42.95774647887323,385,-52.16525634644101,0.8387907630839418
K.TO,-58.603066439523,0,0,1.208609318830506
ABX.TO,-52.759154203197525,84,-20.38246268656717,1.1914002988407761
TECK.B.TO,-41.37704918032787,123,-27.710843373493987,0.26027067073451854
YRI.TO,-77.6978417266187,0,0,1.1410042645711687
TGOD.TO,0,0,0,0
G.TO,-38.00967519004838,405,-16.698884141824735,1.0882320151104883
BNS.TO,10.236559139784942,0,0,0.8939459887210076
LUN.TO,-6.546275395033861,611,-63.9976070088864,1.8211347417747301
CNR.TO,52.17582417582416,0,0,1.0830100720442932
BB.TO,-9.581395348837203,680,-67.09390291958586,1.0910073723571387
CVE.TO,-34.02255639097744,287,-20.65712647676996,1.8078878933580662
FM.TO,-59.8973188819167,0,0.0,1.9336786304005853
HOD.TO,246.7362924281984,382,-22.571514577440805,-2.1543558656266715
BCE.TO,33.02611367127496,0,0.0,0.525381076029737
CRON.TO,0,0,0,0
ENB.TO,34.70126735063367,8,-3.3413606261288367,1.0040428818343012
FIRE.TO,0,0,0,0
CCO.TO,-7.444444444444444,401,-44.11883118784973,1.4561098104713963
PD.TO,-35.94232749742534,331,-55.2456736404999,2.2753321692431463
RCI.B.TO,10.142543859649132,407,-9.333806037155355,0.4576251175609189
BMO.TO,15.873015873015875,0,0,0.7878100665272201
WCP.TO,6.812933025404155,198,-30.983965419974083,2.0520586811971926
BAM.A.TO,81.90045248868778,0,0,0.9313419962557795
H.IR.TO,0,0,0,0
IMG.TO,-64.67817896389325,0,0.0,1.2225421268003713
AC.TO,18.24894514767933,0,0.0,-0.030739885578555927
TRP.TO,9.695763434745512,55,-5.209390718157845,1.0072875420800256
ATH.TO,-80.82010582010581,138,-17.945690672963405,2.0525968859883075
T.TO,35.18045935107546,0,0.0,0.5537583435133069
SLF.TO,40.04507888805409,0,0,1.0126776074711794
HSE.TO,-15.501294857565673,322,-13.147691223123017,1.3477695942701726
CM.TO,27.798624140087547,21,-1.0459184528854584,0.7794467056930132
NMX.TO,0,0,0,0
HBM.TO,-2.1707670043415392,0,0.0,1.9410728987947223
SGY.TO,-42.78959810874705,0,0.0,2.7978058774475
NA.TO,15.593220338983036,0,0,0.8149933246545652
TRST.TO,0,0,0,0
HND.TO,-19.738863287250386,526,-36.382779960646275,-0.017835930990637815
NTR.TO,0,0,0,0
ECN.TO,0,0,0,0
EFN.TO,52.41864555848724,0,0,1.0158871987145814
IMO.TO,3.9248735853599697,670,-32.81491251739912,1.2978368748494227
MG.TO,61.891891891891895,0,0,1.2051563853327167
NGD.TO,-57.74647887323944,51,-27.11621233859397,1.374744044260083
ATD.B.TO,180.94034378159756,0,0,0.7750564538863475
DOL.TO,112.44778613199664,0,0,0.4589348568098771
CPG.TO,-52.965952965952965,438,-21.428038180557788,1.977257648904415
BHC.TO,0,0,0,0
TRQ.TO,-27.339449541284406,0,0.0,1.13934197202274
SJR.B.TO,20.23366967604887,0,0,0.5680933171066477
KL.TO,0,0,0,0
WPM.TO,0,0,0,0
TCW.TO,-87.60563380281691,378,-42.71598202580948,2.2456958175112325
AEM.TO,5.386416861826696,715,-86.1424125109325,1.0477874232146733
TOG.TO,-21.67721518987342,0,0.0,2.3384603850621257
IPL.TO,21.601804850535807,0,0.0,0.22152553475420117
VII.TO,-36.33333333333334,0,0.0,0.2903579216271252
IVN.TO,-64.76190476190476,0,0.0,1.1533261169943472
MRU.TO,6.163328197226494,0,0,0.22489665068564066
NXE.TO,0,0,0,0
MEG.TO,-65.2059596844873,419,-55.75173763297782,2.611531607525643
XEG.TO,-28.231292517006796,448,0.6134969325153364,1.7559905843387165
ARX.TO,-17.743538767395627,0,0.0,1.551037867017555
S.TO,-68.52367688022284,413,-79.73510972509908,1.9571443866518319
GIL.TO,73.58322177599285,0,0,0.6104368882254244
KEL.TO,-26.242038216560502,0,0.0,2.046278563326723
TRI.TO,59.05263157894737,0,0,0.6902030152836638
SMF.TO,44.736842105263165,636,16.60231660231661,1.2154671234899888
PONY.TO,0,0,0,0
GIB.A.TO,48.22228861667165,0,0.0,0.8420088780318846
TV.TO,-23.943661971830977,664,24.675324675324667,1.7952390502724465
PCY.TO,0.0,100,0.0,nan
DGC.TO,19.48051948051948,263,-112.68044870812517,0.9234903371031935
OGC.TO,32.758620689655174,348,-32.59566620562471,1.1690105936443682
POW.TO,7.854322071083805,0,0,0.9582578899694587
CAE.TO,30.873786407766985,9,-5.819592628516,0.665604025454943
CS.TO,-72.68722466960352,396,-16.599190283400812,1.7643457172083172
GTE.TO,-56.293222683264176,351,-6.456043956043965,1.989020628989043
TA.TO,-40.85714285714286,0,0.0,0.9033819526371623
AR.TO,-81.83060109289617,0,0,1.0275504716653443
TSGI.TO,0,0,0,0
TVE.TO,24.637681159420303,0,0,3.639429026443089
TOU.TO,-20.138001533350376,448,-5.184243964421853,1.4222886718761003
CLS.TO,41.34615384615387,167,-14.933837429111533,0.8566702220095561
DML.TO,-47.107438016528924,418,-67.36660548135956,1.764886778177983
CR.TO,-29.109589041095894,374,1.548599243954217,2.452510992889102
XGD.TO,-33.68940016433854,190,-25.779914942112676,0.9660574306422397
FCU.TO,-4.878048780487796,289,-29.59183673469388,-1.0270341613652711
AGI.TO,-67.38609112709831,0,0.0,0.6157420450180656
PSK.TO,-22.944983818770226,127,-11.59332321699546,-0.454020847378953
PGF.TO,-64.6694214876033,0,0.0,2.1883308037924394
CP.TO,58.43240489130434,0,0,1.310000984868015
CG.TO,4.075235109717865,151,-63.535449448363195,0.8511049119834767
FNV.TO,24.78320401643085,0,0.0,0.6730533384755676
FF.TO,0,0,0,0
