Date,High,Low,Open,Close,Volume,Adj Close
2021-01-12,22.0,8.010000228881836,8.010000228881836,10.0,8236100,10.0
2021-01-13,17.450000762939453,11.199999809265137,14.199999809265137,12.020000457763672,10684800,12.020000457763672
2021-01-14,11.989999771118164,9.25,11.399999618530273,9.289999961853027,3675500,9.289999961853027
2021-01-15,10.949999809265137,8.619999885559082,10.100000381469727,8.75,3157200,8.75
2021-01-19,8.618000030517578,8.0600004196167,8.5,8.239999771118164,1463100,8.239999771118164
2021-01-20,8.670000076293945,7.519999980926514,8.130000114440918,8.529999732971191,2035200,8.529999732971191
2021-01-21,8.539999961853027,7.880000114440918,8.199999809265137,8.34000015258789,614400,8.34000015258789
2021-01-22,8.390000343322754,8.020000457763672,8.119999885559082,8.100000381469727,365300,8.100000381469727
2021-01-25,8.449999809265137,7.900000095367432,8.15999984741211,8.289999961853027,739500,8.289999961853027
2021-01-26,8.270000457763672,7.949999809265137,8.180000305175781,8.020000457763672,395200,8.020000457763672
2021-01-27,7.839000225067139,7.300000190734863,7.650000095367432,7.590000152587891,760500,7.590000152587891
2021-01-28,7.699999809265137,7.110000133514404,7.380000114440918,7.369999885559082,576000,7.369999885559082
2021-01-29,7.349999904632568,6.71999979019165,7.210000038146973,6.929999828338623,648700,6.929999828338623
2021-02-01,8.479999542236328,6.900000095367432,7.079999923706055,7.320000171661377,1720200,7.320000171661377
2021-02-02,7.590000152587891,7.110000133514404,7.309999942779541,7.150000095367432,321900,7.150000095367432
2021-02-03,7.489999771118164,7.170000076293945,7.199999809265137,7.349999904632568,225600,7.349999904632568
2021-02-04,7.480000019073486,7.03000020980835,7.409999847412109,7.179999828338623,295700,7.179999828338623
2021-02-05,7.340000152587891,7.010000228881836,7.239999771118164,7.099999904632568,404500,7.099999904632568
2021-02-08,7.239999771118164,6.960000038146973,7.179999828338623,7.119999885559082,560900,7.119999885559082
2021-02-09,7.679999828338623,7.079999923706055,7.150000095367432,7.519999980926514,490700,7.519999980926514
2021-02-10,7.699999809265137,7.159999847412109,7.579999923706055,7.260000228881836,329000,7.260000228881836
2021-02-11,7.460000038146973,7.110000133514404,7.289999961853027,7.429999828338623,206400,7.429999828338623
2021-02-12,7.75,7.184999942779541,7.239999771118164,7.329999923706055,430600,7.329999923706055
2021-02-16,7.650000095367432,7.329999923706055,7.400000095367432,7.420000076293945,354800,7.420000076293945
2021-02-17,7.699999809265137,7.320000171661377,7.449999809265137,7.400000095367432,277800,7.400000095367432
2021-02-18,7.489999771118164,7.0,7.400000095367432,7.0,315800,7.0
2021-02-19,7.249000072479248,6.909999847412109,7.079999923706055,6.929999828338623,282700,6.929999828338623
2021-02-22,7.179999828338623,6.550000190734863,6.989999771118164,6.630000114440918,395900,6.630000114440918
2021-02-23,6.505000114440918,5.690000057220459,6.5,6.010000228881836,301000,6.010000228881836
2021-02-24,6.199999809265137,5.860000133514404,6.099999904632568,6.019999980926514,153400,6.019999980926514
2021-02-25,6.119999885559082,5.559999942779541,6.0,5.869999885559082,207200,5.869999885559082
2021-02-26,5.860000133514404,5.400000095367432,5.860000133514404,5.5,180900,5.5
2021-03-01,5.730000019073486,5.5,5.579999923706055,5.539999961853027,115400,5.539999961853027
2021-03-02,5.71999979019165,5.546999931335449,5.639999866485596,5.690000057220459,52300,5.690000057220459
2021-03-03,5.681000232696533,5.199999809265137,5.619999885559082,5.210000038146973,186100,5.210000038146973
2021-03-04,5.284999847412109,4.5,5.210000038146973,4.599999904632568,272700,4.599999904632568
2021-03-05,4.699999809265137,4.199999809265137,4.630000114440918,4.630000114440918,171300,4.630000114440918
2021-03-08,4.670000076293945,4.360000133514404,4.590000152587891,4.369999885559082,122900,4.369999885559082
2021-03-09,4.739999771118164,4.389999866485596,4.449999809265137,4.619999885559082,169200,4.619999885559082
2021-03-10,5.099999904632568,4.599999904632568,4.800000190734863,4.75,297200,4.75
2021-03-11,5.130000114440918,4.75,4.760000228881836,5.130000114440918,107400,5.130000114440918
2021-03-12,5.159999847412109,4.96999979019165,5.079999923706055,4.980000019073486,70700,4.980000019073486
2021-03-15,5.139999866485596,4.929999828338623,5.0,5.110000133514404,135400,5.110000133514404
2021-03-16,5.2769999504089355,5.0269999504089355,5.179999828338623,5.050000190734863,79900,5.050000190734863
2021-03-17,5.170000076293945,4.840000152587891,5.0,5.170000076293945,73300,5.170000076293945
2021-03-18,5.199999809265137,4.9710001945495605,5.079999923706055,5.139999866485596,66400,5.139999866485596
2021-03-19,5.164999961853027,4.920000076293945,5.099999904632568,5.099999904632568,76800,5.099999904632568
2021-03-22,5.159999847412109,5.0,5.099999904632568,5.019999980926514,35900,5.019999980926514
2021-03-23,5.046000003814697,4.744999885559082,5.019999980926514,4.860000133514404,91000,4.860000133514404
2021-03-24,4.900000095367432,4.498000144958496,4.889999866485596,4.559999942779541,94400,4.559999942779541
2021-03-25,4.599999904632568,4.300000190734863,4.400000095367432,4.480000019073486,70700,4.480000019073486
2021-03-26,4.589000225067139,4.369999885559082,4.519999980926514,4.460000038146973,53600,4.460000038146973
2021-03-29,5.179999828338623,4.519999980926514,4.730000019073486,4.679999828338623,285400,4.679999828338623
2021-03-30,4.860000133514404,4.599999904632568,4.639999866485596,4.690000057220459,57300,4.690000057220459
2021-03-31,4.900000095367432,4.610000133514404,4.699999809265137,4.65500020980835,32400,4.65500020980835
2021-04-01,4.820000171661377,4.664999961853027,4.679999828338623,4.679999828338623,31900,4.679999828338623
2021-04-05,4.78000020980835,4.421000003814697,4.75,4.53000020980835,43100,4.53000020980835
2021-04-06,4.670000076293945,4.510000228881836,4.53000020980835,4.559999942779541,24800,4.559999942779541
2021-04-07,5.550000190734863,4.519999980926514,4.550000190734863,4.900000095367432,1105500,4.900000095367432
2021-04-08,4.849999904632568,4.699999809265137,4.849999904632568,4.699999809265137,77100,4.699999809265137
2021-04-09,4.710000038146973,4.599999904632568,4.710000038146973,4.610000133514404,65300,4.610000133514404
2021-04-12,4.624000072479248,4.420000076293945,4.619999885559082,4.460000038146973,97400,4.460000038146973
2021-04-13,4.539999961853027,4.309999942779541,4.539999961853027,4.369999885559082,51600,4.369999885559082
2021-04-14,4.489999771118164,4.309999942779541,4.309999942779541,4.389999866485596,32600,4.389999866485596
2021-04-15,4.489999771118164,4.25,4.460000038146973,4.309999942779541,55100,4.309999942779541
2021-04-16,4.269999980926514,4.099999904632568,4.269999980926514,4.179999828338623,106100,4.179999828338623
2021-04-19,4.449999809265137,4.139999866485596,4.179999828338623,4.420000076293945,94900,4.420000076293945
2021-04-20,4.329999923706055,4.110000133514404,4.329999923706055,4.130000114440918,138000,4.130000114440918
2021-04-21,4.445000171661377,4.170000076293945,4.190000057220459,4.260000228881836,73500,4.260000228881836
2021-04-22,4.400000095367432,4.203000068664551,4.340000152587891,4.28000020980835,22000,4.28000020980835
2021-04-23,4.329999923706055,4.210000038146973,4.25,4.28000020980835,16900,4.28000020980835
2021-04-26,4.630000114440918,4.349999904632568,4.349999904632568,4.619999885559082,70900,4.619999885559082
2021-04-27,4.610000133514404,4.440000057220459,4.570000171661377,4.53000020980835,67400,4.53000020980835
2021-04-28,4.679999828338623,4.550000190734863,4.599999904632568,4.590000152587891,26800,4.590000152587891
2021-04-29,4.599999904632568,4.449999809265137,4.579999923706055,4.519999980926514,9200,4.519999980926514
2021-04-30,4.619999885559082,4.460000038146973,4.46999979019165,4.599999904632568,24300,4.599999904632568
2021-05-03,4.579999923706055,4.309999942779541,4.550000190734863,4.400000095367432,38800,4.400000095367432
2021-05-04,4.677000045776367,4.309999942779541,4.340000152587891,4.34499979019165,83100,4.34499979019165
2021-05-05,4.510000228881836,4.340000152587891,4.360000133514404,4.369999885559082,37300,4.369999885559082
2021-05-06,4.456999778747559,4.25,4.369999885559082,4.309999942779541,27100,4.309999942779541
2021-05-07,4.539999961853027,4.300000190734863,4.389999866485596,4.5,60400,4.5
2021-05-10,4.539999961853027,4.349999904632568,4.5,4.389999866485596,50700,4.389999866485596
2021-05-11,4.309999942779541,4.079999923706055,4.309999942779541,4.190000057220459,56000,4.190000057220459
2021-05-12,4.320000171661377,4.110000133514404,4.179999828338623,4.309999942779541,81900,4.309999942779541
